ID	Species	zooregions
1843	Phrynobatrachus_perpalmatus	AFROTROPICAL
1844	Centrolene_muelleri	NEOTROPICAL
1845	Odorrana_hainanensis	MALASIA
1846	Holoaden_luederwaldti	NEOTROPICAL
1847	Bufo_gargarizans	MALASIA
1848	Anomaloglossus_ayarzaguenai	NEOTROPICAL
1849	Aplastodiscus_ibirapitanga	NEOTROPICAL
1850	Leptopelis_macrotis	AFROTROPICAL
1851	Rhinella_arunco	NEOTROPICAL
1852	Cycloramphus_semipalmatus	NEOTROPICAL
1853	Heleophryne_orientalis	AFROTROPICAL
1854	Platymantis_pseudodorsalis	OCEANIA
1855	Phyllomedusa_ecuatoriana	NEOTROPICAL
1856	Pristimantis_festae	NEOTROPICAL
1857	Amietophrynus_tuberosus	AFROTROPICAL
1858	Leptodactylus_pascoensis	NEOTROPICAL
1859	Chikila_alcocki	MALASIA
1860	Nimbaphrynoides_occidentalis	AFROTROPICAL
1861	Atelopus_sorianoi	NEOTROPICAL
1862	Caecilia_occidentalis	NEOTROPICAL
1863	Arthroleptis_variabilis	AFROTROPICAL
1864	Plethodon_ainsworthi	NEARTIC
1865	Acanthixalus_sonjae	AFROTROPICAL
1866	Pristimantis_orestes	NEOTROPICAL
1867	Strabomantis_helonotus	NEOTROPICAL
1868	Cycloramphus_fuliginosus	NEOTROPICAL
1869	Rhyacotriton_variegatus	NEARTIC
1870	Ansonia_guibei	MALASIA
1871	Nyctimystes_rueppelli	AUSTRALIA
1872	Bufotes_luristanicus	PALEARTIC
1873	Boophis_obscurus	AFROTROPICAL
1874	Pseudophilautus_semiruber	MALASIA
1875	Aromobates_ornatissimus	NEOTROPICAL
1876	Hypsiboas_stellae	NEOTROPICAL
1877	Cyclorana_australis	AUSTRALIA
1878	Argenteohyla_siemersi	NEOTROPICAL
1879	Phrynopus_miroslawae	NEOTROPICAL
1880	Hylarana_darlingi	AFROTROPICAL
1881	Triturus_marmoratus	PALEARTIC
1882	Opisthothylax_immaculatus	AFROTROPICAL
1883	Pristimantis_lassoalcalai	NEOTROPICAL
1884	Taudactylus_acutirostris	AUSTRALIA
1885	Oedipina_ignea	NEOTROPICAL
1886	Uperoleia_mimula	AUSTRALIA
1887	Spinomantis_aglavei	AFROTROPICAL
1888	Spinomantis_phantasticus	AFROTROPICAL
1889	Hylarana_oatesii	MALASIA
1890	Rana_septentrionalis	NEARTIC
1891	Odorrana_narina	MALASIA
1892	Physalaemus_cuqui	NEOTROPICAL
1893	Hypsiboas_botumirim	NEOTROPICAL
1894	Bombina_maxima	MALASIA
1895	Eupsophus_nahuelbutensis	NEOTROPICAL
1896	Adenomus_kandianus	MALASIA
1897	Rhacophorus_calcadensis	MALASIA
1898	Ptychohyla_macrotympanum	NEOTROPICAL
1899	Craugastor_olanchano	NEOTROPICAL
1900	Hyperolius_tuberilinguis	AFROTROPICAL
1901	Phrynopus_kauneorum	NEOTROPICAL
1902	Mannophryne_neblina	NEOTROPICAL
1903	Triturus_carnifex	PALEARTIC
1904	Hynobius_chinensis	MALASIA
1905	Huia_sumatrana	MALASIA
1906	Oreobates_gemcare	NEOTROPICAL
1907	Fejervarya_keralensis	MALASIA
1908	Bolitoglossa_pesrubra	NEOTROPICAL
1909	Lynchius_parkeri	NEOTROPICAL
1910	Microhyla_annectens	MALASIA
1911	Mucubatrachus_briceni	NEOTROPICAL
1912	Buergeria_robusta	MALASIA
1913	Allopaa_hazarensis	MALASIA
1914	Platymantis_desticans	AUSTRALIA
1915	Dendropsophus_sanborni	NEOTROPICAL
1916	Leptodactylodon_perreti	AFROTROPICAL
1917	Hyperolius_chabanaudi	AFROTROPICAL
1918	Leptopelis_susanae	AFROTROPICAL
1919	Oreophryne_hypsiops	AUSTRALIA
1920	Pristimantis_parectatus	NEOTROPICAL
1921	Pristimantis_batrachites	NEOTROPICAL
1922	Arthroleptis_lonnbergi	AFROTROPICAL
1923	Epipedobates_espinosai	NEOTROPICAL
1924	Amietophrynus_langanoensis	AFROTROPICAL
1925	Philautus_kakipanjang	MALASIA
1926	Pristimantis_aurantiguttatus	NEOTROPICAL
1927	Rhacophorus_aurantiventris	MALASIA
1928	Oreophryne_kapisa	AUSTRALIA
1929	Tachycnemis_seychellensis	AFROTROPICAL
1930	Bokermannohyla_alvarengai	NEOTROPICAL
1931	Chiropterotriton_priscus	NEARTIC
1932	Gephyromantis_pseudoasper	AFROTROPICAL
1933	Microcaecilia_taylori	NEOTROPICAL
1934	Ecnomiohyla_miotympanum	NEOTROPICAL
1935	Mantella_cowanii	AFROTROPICAL
1936	Fejervarya_raja	MALASIA
1937	Dendropsophus_sarayacuensis	NEOTROPICAL
1938	Ischnocnema_izecksohni	NEOTROPICAL
1939	Anaxyrus_canorus	NEARTIC
1940	Mertensophryne_lonnbergi	AFROTROPICAL
1941	Duttaphrynus_hololius	MALASIA
1942	Phyllomedusa_vaillantii	NEOTROPICAL
1943	Incilius_ibarrai	NEOTROPICAL
1944	Limnonectes_microtympanum	OCEANIA
1945	Hyloscirtus_princecharlesi	NEOTROPICAL
1946	Leptolalax_zhangyapingi	MALASIA
1947	Pristimantis_rhabdolaemus	NEOTROPICAL
1948	Raorchestes_manohari	MALASIA
1949	Phrynopus_barthlenae	NEOTROPICAL
1950	Kaloula_nonggangensis	MALASIA
1951	Meristogenys_jerboa	MALASIA
1952	Spea_bombifrons	NEARTIC
1953	Philautus_kempiae	MALASIA
1954	Ichthyophis_beddomei	MALASIA
1955	Hylarana_chitwanensis	MALASIA
1956	Hyperolius_ferreirai	AFROTROPICAL
1957	Incilius_tutelarius	NEOTROPICAL
1958	Proceratophrys_bagnoi	NEOTROPICAL
1959	Pseudacris_cadaverina	NEARTIC
1960	Pristimantis_albericoi	NEOTROPICAL
1961	Mantidactylus_aerumnalis	AFROTROPICAL
1962	Silverstoneia_flotator	NEOTROPICAL
1963	Oreobates_barituensis	NEOTROPICAL
1964	Dyscophus_insularis	AFROTROPICAL
1965	Oxydactyla_crassa	AUSTRALIA
1966	Leptodactylus_laticeps	NEOTROPICAL
1967	Leptodactylus_vastus	NEOTROPICAL
1968	Hyperolius_pictus	AFROTROPICAL
1969	Oreolalax_rhodostigmatus	MALASIA
1970	Litoria_elkeae	AUSTRALIA
1971	Telmatobius_brevipes	NEOTROPICAL
1972	Mantidactylus_ambohimitombi	AFROTROPICAL
1973	Pseudacris_fouquettei	NEARTIC
1974	Kalophrynus_pleurostigma	MALASIA
1975	Ichthyophis_supachaii	MALASIA
1976	Physalaemus_biligonigerus	NEOTROPICAL
1977	Boophis_lilianae	AFROTROPICAL
1978	Pristimantis_lanthanites	NEOTROPICAL
1979	Neurergus_kaiseri	PALEARTIC
1980	Gastrotheca_flamma	NEOTROPICAL
1981	Colostethus_ruthveni	NEOTROPICAL
1982	Litoria_tyleri	AUSTRALIA
1983	Bokermannohyla_ravida	NEOTROPICAL
1984	Desmognathus_ochrophaeus	NEARTIC
1985	Plethodon_shermani	NEARTIC
1986	Hypsiboas_gladiator	NEOTROPICAL
1987	Bolitoglossa_ninadormida	NEOTROPICAL
1988	Nectocaecilia_petersii	NEOTROPICAL
1989	Stumpffia_tetradactyla	AFROTROPICAL
1990	Sphaenorhynchus_palustris	NEOTROPICAL
1991	Centrolene_antioquiense	NEOTROPICAL
1992	Cryptobatrachus_fuhrmanni	NEOTROPICAL
1993	Lysapsus_caraya	NEOTROPICAL
1994	Fejervarya_altilabris	MALASIA
1995	Rhinatrema_ron	NEOTROPICAL
1996	Eleutherodactylus_glandulifer	NEOTROPICAL
1997	Oreobates_choristolemma	NEOTROPICAL
1998	Pseudophilautus_karunarathnai	MALASIA
1999	Allobates_kingsburyi	NEOTROPICAL
2000	Pelophylax_hubeiensis	MALASIA
2001	Amietophrynus_togoensis	AFROTROPICAL
2002	Dendropsophus_melanargyreus	NEOTROPICAL
2003	Phyllomedusa_boliviana	NEOTROPICAL
2004	Odorrana_macrotympana	MALASIA
2005	Atelopus_eusebiodiazi	NEOTROPICAL
2006	Mannophryne_speeri	NEOTROPICAL
2007	Aromobates_nocturnus	NEOTROPICAL
2008	Phrynopus_auriculatus	NEOTROPICAL
2009	Ansonia_muelleri	OCEANIA
2010	Pristimantis_cerasinus	NEOTROPICAL
2011	Siphonops_paulensis	NEOTROPICAL
2012	Notophthalmus_meridionalis	NEOTROPICAL
2013	Blommersia_wittei	AFROTROPICAL
2014	Lysapsus_limellum	NEOTROPICAL
2015	Hypsiboas_pombali	NEOTROPICAL
2016	Palmatorappia_solomonis	AUSTRALIA
2017	Kalophrynus_menglienicus	MALASIA
2018	Scinax_dolloi	NEOTROPICAL
2019	Telmatobius_pisanoi	NEOTROPICAL
2020	Xenophrys_binlingensis	MALASIA
2021	Pristimantis_lymani	NEOTROPICAL
2022	Sanguirana_luzonensis	OCEANIA
2023	Fejervarya_sauriceps	MALASIA
2024	Duttaphrynus_dodsoni	AFROTROPICAL
2025	Cardioglossa_gratiosa	AFROTROPICAL
2026	Hypsiboas_hypselops	NEOTROPICAL
2027	Pristimantis_mendax	NEOTROPICAL
2028	Ascaphus_montanus	NEARTIC
2029	Bufotes_surdus	PALEARTIC
2030	Bokermannohyla_circumdata	NEOTROPICAL
2031	Gastrotheca_pulchra	NEOTROPICAL
2032	Hyalinobatrachium_vireovittatum	NEOTROPICAL
2033	Heterixalus_variabilis	AFROTROPICAL
2034	Leptolalax_fuliginosus	MALASIA
2035	Fejervarya_teraiensis	MALASIA
2036	Batrachoseps_incognitus	NEARTIC
2037	Phyllomedusa_nordestina	NEOTROPICAL
2038	Bufotes_latastii	PALEARTIC
2039	Brachycephalus_alipioi	NEOTROPICAL
2040	Bolitoglossa_dofleini	NEOTROPICAL
2041	Leptopelis_fiziensis	AFROTROPICAL
2042	Pelophryne_guentheri	MALASIA
2043	Duttaphrynus_himalayanus	MALASIA
2044	Plectrohyla_arborescandens	NEOTROPICAL
2045	Atelopus_lozanoi	NEOTROPICAL
2046	Astylosternus_fallax	AFROTROPICAL
2047	Hyloxalus_betancuri	NEOTROPICAL
2048	Choerophryne_arndtorum	AUSTRALIA
2049	Incilius_mazatlanensis	NEOTROPICAL
2050	Triturus_pygmaeus	PALEARTIC
2051	Hylarana_arfaki	AUSTRALIA
2052	Xenorhina_arboricola	AUSTRALIA
2053	Hydromantes_genei	PALEARTIC
2054	Indirana_brachytarsus	MALASIA
2055	Hylodes_ornatus	NEOTROPICAL
2056	Eleutherodactylus_dolomedes	NEOTROPICAL
2057	Ischnocnema_guentheri	NEOTROPICAL
2058	Cophixalus_riparius	AUSTRALIA
2059	Hyloscirtus_torrenticola	NEOTROPICAL
2060	Scinax_machadoi	NEOTROPICAL
2061	Hylarana_picturata	MALASIA
2062	Tomopterna_krugerensis	AFROTROPICAL
2063	Dendropsophus_novaisi	NEOTROPICAL
2064	Phyllodytes_maculosus	NEOTROPICAL
2065	Espadarana_callistomma	NEOTROPICAL
2066	Gastrotheca_helenae	NEOTROPICAL
2067	Raorchestes_thodai	MALASIA
2068	Nanorana_ventripunctata	MALASIA
2069	Trachycephalus_atlas	NEOTROPICAL
2070	Cryptobranchus_alleganiensis	NEARTIC
2071	Spinomantis_fimbriatus	AFROTROPICAL
2072	Mantidactylus_bellyi	AFROTROPICAL
2073	Hyperolius_maestus	AFROTROPICAL
2074	Gastrotheca_angustifrons	NEOTROPICAL
2075	Hoplophryne_rogersi	AFROTROPICAL
2076	Ambystoma_mabeei	NEARTIC
2077	Arthroleptis_langeri	AFROTROPICAL
2078	Kaloula_macrocephala	PALEARTIC
2079	Atopophrynus_syntomopus	NEOTROPICAL
2080	Gegeneophis_ramaswamii	MALASIA
2081	Proceratophrys_cristiceps	NEOTROPICAL
2082	Leptopelis_bequaerti	AFROTROPICAL
2083	Osornophryne_puruanta	NEOTROPICAL
2084	Plethodontohyla_notosticta	AFROTROPICAL
2085	Scinax_juncae	NEOTROPICAL
2086	Rupirana_cardosoi	NEOTROPICAL
2087	Pipa_pipa	NEOTROPICAL
2088	Cynops_cyanurus	MALASIA
2089	Phyllodytes_edelmoi	NEOTROPICAL
2090	Fejervarya_limnocharis	MALASIA
2091	Bolitoglossa_mexicana	NEOTROPICAL
2092	Asterophrys_turpicola	AUSTRALIA
2093	Leptodactylus_caatingae	NEOTROPICAL
2094	Litoria_inermis	AUSTRALIA
2095	Dendropsophus_pseudomeridianus	NEOTROPICAL
2096	Albericus_alpestris	AUSTRALIA
2097	Afrixalus_weidholzi	AFROTROPICAL
2098	Gastrotheca_atympana	NEOTROPICAL
2099	Phasmahyla_spectabilis	NEOTROPICAL
2100	Bolitoglossa_jacksoni	NEOTROPICAL
2101	Bolitoglossa_cuna	NEOTROPICAL
2102	Xenohyla_eugenioi	NEOTROPICAL
2103	Caecilia_subterminalis	NEOTROPICAL
2104	Elachistocleis_magna	NEOTROPICAL
2105	Meristogenys_maryatiae	MALASIA
2106	Desmognathus_orestes	NEARTIC
2107	Oreophryne_mertoni	AUSTRALIA
2108	Duttaphrynus_dhufarensis	PALEARTIC
2109	Gastrotheca_microdiscus	NEOTROPICAL
2110	Pipa_carvalhoi	NEOTROPICAL
2111	Dendrophryniscus_carvalhoi	NEOTROPICAL
2112	Smilisca_fodiens	NEOTROPICAL
2113	Hyperolius_nasicus	AFROTROPICAL
2114	Phrynobatrachus_guineensis	AFROTROPICAL
2115	Scinax_berthae	NEOTROPICAL
2116	Amolops_kangtingensis	MALASIA
2117	Aneides_flavipunctatus	NEARTIC
2118	Truebella_skoptes	NEOTROPICAL
2119	Liophryne_rubra	AUSTRALIA
2120	Pristimantis_bicolor	NEOTROPICAL
2121	Xenopus_itombwensis	AFROTROPICAL
2122	Chrysopaa_sternosignata	PALEARTIC
2123	Calluella_guttulata	MALASIA
2124	Oreophryne_notata	AUSTRALIA
2125	Arthroleptis_brevipes	AFROTROPICAL
2126	Quasipaa_shini	MALASIA
2127	Theloderma_moloch	MALASIA
2128	Odorrana_junlianensis	MALASIA
2129	Bolitoglossa_caldwellae	NEOTROPICAL
2130	Hymenochirus_boulengeri	AFROTROPICAL
2131	Bolitoglossa_vallecula	NEOTROPICAL
2132	Pseudohynobius_guizhouensis	MALASIA
2133	Pristimantis_insignitus	NEOTROPICAL
2134	Spinomantis_nussbaumi	AFROTROPICAL
2135	Brachycephalus_pitanga	NEOTROPICAL
2136	Pristimantis_dendrobatoides	NEOTROPICAL
2137	Ischnocnema_gehrti	NEOTROPICAL
2138	Arthroleptis_affinis	AFROTROPICAL
2139	Proceratophrys_aridus	NEOTROPICAL
2140	Dendropsophus_oliveirai	NEOTROPICAL
2141	Hyla_intermedia	PALEARTIC
2142	Dendropsophus_pauiniensis	NEOTROPICAL
2143	Ptychadena_newtoni	AFROTROPICAL
2144	Hyloscirtus_platydactylus	NEOTROPICAL
2145	Arthroleptis_vercammeni	AFROTROPICAL
2146	Osteopilus_crucialis	NEOTROPICAL
2147	Hyperolius_pyrrhodictyon	AFROTROPICAL
2148	Phrynobatrachus_asper	AFROTROPICAL
2149	Hypsiboas_marginatus	NEOTROPICAL
2150	Breviceps_rosei	AFROTROPICAL
2151	Craugastor_rhyacobatrachus	NEOTROPICAL
2152	Craugastor_aurilegulus	NEOTROPICAL
2153	Microcaecilia_dermatophaga	NEOTROPICAL
2154	Hyperolius_fuscigula	AFROTROPICAL
2155	Micrixalus_narainensis	MALASIA
2156	Craugastor_polyptychus	NEOTROPICAL
2157	Bolitoglossa_kaqchikelorum	NEOTROPICAL
2158	Pristimantis_pyrrhomerus	NEOTROPICAL
2159	Desmognathus_carolinensis	NEARTIC
2160	Batrachylodes_vertebralis	AUSTRALIA
2161	Rana_megapoda	NEOTROPICAL
2162	Scutiger_wuguanfui	MALASIA
2163	Melanophryniscus_admirabilis	NEOTROPICAL
2164	Phrynobatrachus_uzungwensis	AFROTROPICAL
2165	Callulina_stanleyi	AFROTROPICAL
2166	Leptodactylus_discodactylus	NEOTROPICAL
2167	Allobates_femoralis	NEOTROPICAL
2168	Hyperolius_substriatus	AFROTROPICAL
2169	Eleutherodactylus_schwartzi	NEOTROPICAL
2170	Pristimantis_corniger	NEOTROPICAL
2171	Melanobatrachus_indicus	MALASIA
2172	Incilius_cristatus	NEOTROPICAL
2173	Eleutherodactylus_alcoae	NEOTROPICAL
2174	Theloderma_nebulosum	MALASIA
2175	Polypedates_leucomystax	MALASIA
2176	Cycloramphus_organensis	NEOTROPICAL
2177	Pristimantis_vidua	NEOTROPICAL
2178	Leptobrachium_xanthospilum	MALASIA
2179	Phrynobatrachus_parvulus	AFROTROPICAL
2180	Stefania_woodleyi	NEOTROPICAL
2181	Xenopus_ruwenzoriensis	AFROTROPICAL
2182	Pachytriton_changi	MALASIA
2183	Pristimantis_chalceus	NEOTROPICAL
2184	Pristimantis_librarius	NEOTROPICAL
2185	Salamandrella_tridactyla	PALEARTIC
2186	Bolitoglossa_flaviventris	NEOTROPICAL
2187	Amolops_hongkongensis	MALASIA
2188	Ranitomeya_sirensis	NEOTROPICAL
2189	Tylototriton_broadoridgus	MALASIA
2190	Phrynobatrachus_cryptotis	AFROTROPICAL
2191	Hyperolius_chelaensis	AFROTROPICAL
2192	Odorrana_kuangwuensis	MALASIA
2193	Odorrana_hosii	MALASIA
2194	Craugastor_escoces	NEOTROPICAL
2195	Proteus_anguinus	PALEARTIC
2196	Cophixalus_phaeobalius	AUSTRALIA
2197	Bufo_eichwaldi	PALEARTIC
2198	Bolitoglossa_yucatana	NEOTROPICAL
2199	Platymantis_parkeri	AUSTRALIA
2200	Leptopelis_rufus	AFROTROPICAL
2201	Rana_dalmatina	PALEARTIC
2202	Hyloscirtus_callipeza	NEOTROPICAL
2203	Gephyromantis_ambohitra	AFROTROPICAL
2204	Tomopterna_kachowskii	AFROTROPICAL
2205	Discoglossus_sardus	PALEARTIC
2206	Scinax_alcatraz	NEOTROPICAL
2207	Phrynobatrachus_taiensis	AFROTROPICAL
2208	Microhyla_sholigari	MALASIA
2209	Allobates_alessandroi	NEOTROPICAL
2210	Sanguirana_varians	OCEANIA
2211	Tlalocohyla_godmani	NEOTROPICAL
2212	Raorchestes_anili	MALASIA
2213	Mantophryne_axanthogaster	AUSTRALIA
2214	Bolitoglossa_flavimembris	NEOTROPICAL
2215	Nanorana_rarica	MALASIA
2216	Nanorana_feae	MALASIA
2217	Aromobates_leopardalis	NEOTROPICAL
2218	Osteocephalus_verruciger	NEOTROPICAL
2219	Engystomops_randi	NEOTROPICAL
2220	Kassina_somalica	AFROTROPICAL
2221	Incilius_coccifer	NEOTROPICAL
2222	Sechellophryne_pipilodryas	AFROTROPICAL
2223	Desmognathus_brimleyorum	NEARTIC
2224	Boophis_reticulatus	AFROTROPICAL
2225	Amolops_wuyiensis	MALASIA
2226	Hypsiboas_liliae	NEOTROPICAL
2227	Bolitoglossa_indio	NEOTROPICAL
2228	Madecassophryne_truebae	AFROTROPICAL
2229	Colostethus_fugax	NEOTROPICAL
2230	Crinia_bilingua	AUSTRALIA
2231	Rhacophorus_baluensis	MALASIA
2232	Physalaemus_camacan	NEOTROPICAL
2233	Melanophryniscus_langonei	NEOTROPICAL
2234	Xenopus_gilli	AFROTROPICAL
2235	Geocrinia_rosea	AUSTRALIA
2236	Albericus_gunnari	AUSTRALIA
2237	Paratelmatobius_gaigeae	NEOTROPICAL
2238	Scinax_oreites	NEOTROPICAL
2239	Proceratophrys_huntingtoni	NEOTROPICAL
2240	Spicospina_flammocaerulea	AUSTRALIA
2241	Rhinella_ornata	NEOTROPICAL
2242	Hypsiboas_microderma	NEOTROPICAL
2243	Hyperolius_nienokouensis	AFROTROPICAL
2244	Anomaloglossus_roraima	NEOTROPICAL
2245	Stumpffia_tridactyla	AFROTROPICAL
2246	Odorrana_bolavensis	MALASIA
2247	Physalaemus_santafecinus	NEOTROPICAL
2248	Anaxyrus_microscaphus	NEARTIC
2249	Paramesotriton_yunwuensis	MALASIA
2250	Pseudopaludicola_murundu	NEOTROPICAL
2251	Hyla_versicolor	NEARTIC
2252	Eleutherodactylus_amadeus	NEOTROPICAL
2253	Anomaloglossus_breweri	NEOTROPICAL
2254	Plethodon_caddoensis	NEARTIC
2255	Peltophryne_florentinoi	NEOTROPICAL
2256	Alytes_muletensis	PALEARTIC
2257	Pristimantis_hamiotae	NEOTROPICAL
2258	Platymantis_pelewensis	AUSTRALIA
2259	Centrolene_petrophilum	NEOTROPICAL
2260	Pseudoeurycea_cafetalera	NEOTROPICAL
2261	Plectrohyla_ameibothalame	NEOTROPICAL
2262	Hynobius_yangi	PALEARTIC
2263	Phrynobatrachus_phyllophilus	AFROTROPICAL
2264	Rhinella_nicefori	NEOTROPICAL
2265	Phasmahyla_cruzi	NEOTROPICAL
2266	Rana_pseudodalmatina	PALEARTIC
2267	Scinax_canastrensis	NEOTROPICAL
2268	Pseudophilautus_femoralis	MALASIA
2269	Eleutherodactylus_symingtoni	NEOTROPICAL
2270	Bolitoglossa_rufescens	NEOTROPICAL
2271	Somuncuria_somuncurensis	NEOTROPICAL
2272	Cycloramphus_diringshofeni	NEOTROPICAL
2273	Crinia_riparia	AUSTRALIA
2274	Lanzarana_largeni	AFROTROPICAL
2275	Gegeneophis_danieli	MALASIA
2276	Physalaemus_maculiventris	NEOTROPICAL
2277	Boophis_idae	AFROTROPICAL
2278	Corythomantis_galeata	NEOTROPICAL
2279	Bolitoglossa_walkeri	NEOTROPICAL
2280	Conraua_alleni	AFROTROPICAL
2281	Bolitoglossa_carri	NEOTROPICAL
2282	Atelopus_palmatus	NEOTROPICAL
2283	Pseudopaludicola_mineira	NEOTROPICAL
2284	Allobates_wayuu	NEOTROPICAL
2285	Andinophryne_atelopoides	NEOTROPICAL
2286	Pelophylax_ridibundus	PALEARTIC
2287	Telmatobufo_bullocki	NEOTROPICAL
2288	Pleurodeles_waltl	PALEARTIC
2289	Ctenophryne_aterrima	NEOTROPICAL
2290	Allobates_brunneus	NEOTROPICAL
2291	Plethodontohyla_brevipes	AFROTROPICAL
2292	Pseudopaludicola_ternetzi	NEOTROPICAL
2293	Scinax_rizibilis	NEOTROPICAL
2294	Microhyla_butleri	MALASIA
2295	Hyperolius_pustulifer	AFROTROPICAL
2296	Hyla_andersonii	NEARTIC
2297	Scolecomorphus_vittatus	AFROTROPICAL
2298	Allobates_ignotus	NEOTROPICAL
2299	Atelopus_chrysocorallus	NEOTROPICAL
2300	Barygenys_apodasta	AUSTRALIA
2301	Sphaenorhynchus_carneus	NEOTROPICAL
2302	Craugastor_angelicus	NEOTROPICAL
2303	Uraeotyphlus_narayani	MALASIA
2304	Hylomantis_medinae	NEOTROPICAL
2305	Taudactylus_pleione	AUSTRALIA
2306	Hamptophryne_alios	NEOTROPICAL
2307	Phrynobatrachus_nanus	AFROTROPICAL
2308	Odorrana_heatwolei	MALASIA
2309	Philautus_aurantium	MALASIA
2310	Hyperolius_constellatus	AFROTROPICAL
2311	Hypopachus_ustum	NEOTROPICAL
2312	Aplastodiscus_flumineus	NEOTROPICAL
2313	Cacosternum_boettgeri	AFROTROPICAL
2314	Litoria_dentata	AUSTRALIA
2315	Colostethus_inguinalis	NEOTROPICAL
2316	Theloderma_chuyangsinense	MALASIA
2317	Raorchestes_longchuanensis	MALASIA
2318	Charadrahyla_tecuani	NEOTROPICAL
2319	Litoria_rheocola	AUSTRALIA
2320	Pseudacris_ornata	NEARTIC
2321	Adelophryne_pachydactyla	NEOTROPICAL
2322	Pristimantis_helvolus	NEOTROPICAL
2323	Vitreorana_eurygnatha	NEOTROPICAL
2324	Diasporus_anthrax	NEOTROPICAL
2325	Pristimantis_amydrotus	NEOTROPICAL
2326	Batrachoseps_gavilanensis	NEARTIC
2327	Werneria_tandyi	AFROTROPICAL
2328	Leptodactylus_diedrus	NEOTROPICAL
2329	Hylarana_luctuosa	MALASIA
2330	Genyophryne_thomsoni	AUSTRALIA
2331	Peltophryne_cataulaciceps	NEOTROPICAL
2332	Scutiger_tuberculatus	MALASIA
2333	Choerophryne_burtoni	AUSTRALIA
2334	Cochranella_xanthocheridia	NEOTROPICAL
2335	Nymphargus_spilotus	NEOTROPICAL
2336	Eurycea_pterophila	NEARTIC
2337	Nyctimystes_narinosus	AUSTRALIA
2338	Limnonectes_timorensis	OCEANIA
2339	Leptopelis_vannutellii	AFROTROPICAL
2340	Metaphryniscus_sosai	NEOTROPICAL
2341	Bolitoglossa_occidentalis	NEOTROPICAL
2342	Xenophrys_wawuensis	MALASIA
2343	Leptodactylus_plaumanni	NEOTROPICAL
2344	Phrynobatrachus_dispar	AFROTROPICAL
2345	Eleutherodactylus_pallidus	NEOTROPICAL
2346	Amietophrynus_fuliginatus	AFROTROPICAL
2347	Mantidactylus_alutus	AFROTROPICAL
2348	Oedipina_savagei	NEOTROPICAL
2349	Acris_crepitans	NEARTIC
2350	Ichthyophis_glandulosus	OCEANIA
2351	Oreophryne_moluccensis	AUSTRALIA
2352	Hyla_suweonensis	PALEARTIC
2353	Craugastor_rayo	NEOTROPICAL
2354	Hylodes_perplicatus	NEOTROPICAL
2355	Fejervarya_andamanensis	MALASIA
2356	Pseudophilautus_zal	MALASIA
2357	Taudactylus_liemi	AUSTRALIA
2358	Hypodactylus_brunneus	NEOTROPICAL
2359	Incilius_karenlipsae	NEOTROPICAL
2360	Chiasmocleis_gnoma	NEOTROPICAL
2361	Pachytriton_granulosus	MALASIA
2362	Litoria_ollauro	AUSTRALIA
2363	Brachycephalus_garbeana	NEOTROPICAL
2364	Pristimantis_yustizi	NEOTROPICAL
2365	Cyclorana_novaehollandiae	AUSTRALIA
2366	Tomopterna_tuberculosa	AFROTROPICAL
2367	Odorrana_absita	MALASIA
2368	Duellmanohyla_salvavida	NEOTROPICAL
2369	Atelopus_pinangoi	NEOTROPICAL
2370	Phyllomedusa_megacephala	NEOTROPICAL
2371	Microcaecilia_trombetas	NEOTROPICAL
2372	Dendropsophus_nanus	NEOTROPICAL
2373	Eleutherodactylus_glaucoreius	NEOTROPICAL
2374	Metamagnusia_slateri	AUSTRALIA
2375	Megaelosia_bocainensis	NEOTROPICAL
2376	Leptodactylus_peritoaktites	NEOTROPICAL
2377	Stereocyclops_palmipes	NEOTROPICAL
2378	Incilius_pisinnus	NEOTROPICAL
2379	Ichthyophis_husaini	MALASIA
2380	Hyperolius_acutirostris	AFROTROPICAL
2381	Epicrionops_lativittatus	NEOTROPICAL
2382	Rana_maculata	NEOTROPICAL
2383	Hylarana_glandulosa	MALASIA
2384	Cophixalus_tomaiodactylus	AUSTRALIA
2385	Allobates_sumtuosus	NEOTROPICAL
2386	Adenomera_simonstuarti	NEOTROPICAL
2387	Ansonia_latiffi	MALASIA
2388	Synapturanus_salseri	NEOTROPICAL
2389	Philautus_schmackeri	OCEANIA
2390	Pedostibes_everetti	MALASIA
2391	Hyperolius_xenorhinus	AFROTROPICAL
2392	Gastrotheca_stictopleura	NEOTROPICAL
2393	Hylarana_aurata	AUSTRALIA
2394	Morerella_cyanophthalma	AFROTROPICAL
2395	Lyciasalamandra_billae	PALEARTIC
2396	Elachistocleis_pearsei	NEOTROPICAL
2397	Oedipina_leptopoda	NEOTROPICAL
2398	Discoglossus_scovazzi	PALEARTIC
2399	Pelophylax_shqipericus	PALEARTIC
2400	Poyntonia_paludicola	AFROTROPICAL
2401	Amietophrynus_regularis	AFROTROPICAL
2402	Phrynopus_lechriorhynchus	NEOTROPICAL
2403	Philautus_sanctisilvaticus	MALASIA
2404	Meristogenys_phaeomerus	MALASIA
2405	Kalophrynus_limbooliati	MALASIA
2406	Oedipina_nica	NEOTROPICAL
2407	Plethodon_dunni	NEARTIC
2408	Nymphargus_buenaventura	NEOTROPICAL
2409	Centrolene_heloderma	NEOTROPICAL
2410	Raorchestes_travancoricus	MALASIA
2411	Odorrana_tormota	MALASIA
