ID	Species	zooregions
3918	Callulops_microtis	AUSTRALIA
3919	Ptychohyla_panchoi	NEOTROPICAL
3920	Phrynomantis_somalicus	AFROTROPICAL
3921	Microhyla_erythropoda	MALASIA
3922	Pristimantis_pharangobates	NEOTROPICAL
3923	Pristimantis_telefericus	NEOTROPICAL
3924	Pristimantis_bromeliaceus	NEOTROPICAL
3925	Limnonectes_plicatellus	MALASIA
3926	Telmatobius_gigas	NEOTROPICAL
3927	Siphonops_insulanus	NEOTROPICAL
3928	Afrixalus_paradorsalis	AFROTROPICAL
3929	Leptodactylus_rhodomystax	NEOTROPICAL
3930	Phrynopus_curator	NEOTROPICAL
3931	Pristimantis_incanus	NEOTROPICAL
3932	Paradoxophyla_palmata	AFROTROPICAL
3933	Pristimantis_carlossanchezi	NEOTROPICAL
3934	Psychrophrynella_ankohuma	NEOTROPICAL
3935	Limnonectes_acanthi	OCEANIA
3936	Dendropsophus_tintinnabulum	NEOTROPICAL
3937	Eupsophus_migueli	NEOTROPICAL
3938	Amolops_bellulus	MALASIA
3939	Adenomera_juikitam	NEOTROPICAL
3940	Odorrana_huanggangensis	MALASIA
3941	Oreophryne_sibilans	AUSTRALIA
3942	Atelopus_minutulus	NEOTROPICAL
3943	Litoria_gilleni	AUSTRALIA
3944	Eleutherodactylus_gryllus	NEOTROPICAL
3945	Tomopterna_elegans	AFROTROPICAL
3946	Bolitoglossa_minutula	NEOTROPICAL
3947	Hylarana_rawa	MALASIA
3948	Scutiger_pingwuensis	MALASIA
3949	Eleutherodactylus_cystignathoides	NEARTIC
3950	Exerodonta_juanitae	NEOTROPICAL
3951	Cryptobatrachus_remotus	NEOTROPICAL
3952	Colostethus_pratti	NEOTROPICAL
3953	Eupsophus_vertebralis	NEOTROPICAL
3954	Hyperolius_friedemanni	AFROTROPICAL
3955	Bufo_tuberospinius	MALASIA
3956	Bolitoglossa_hermosa	NEOTROPICAL
3957	Anomaloglossus_leopardus	NEOTROPICAL
3958	Pristimantis_prolatus	NEOTROPICAL
3959	Strabomantis_cheiroplethus	NEOTROPICAL
3960	Thorius_omiltemi	NEOTROPICAL
3961	Cophixalus_cryptotympanum	AUSTRALIA
3962	Pseudopaludicola_pusilla	NEOTROPICAL
3963	Alsodes_nodosus	NEOTROPICAL
3964	Rhacophorus_bimaculatus	OCEANIA
3965	Pristimantis_parvillus	NEOTROPICAL
3966	Pristimantis_muricatus	NEOTROPICAL
3967	Rhacophorus_barisani	MALASIA
3968	Uperoleia_crassa	AUSTRALIA
3969	Rana_zweifeli	NEOTROPICAL
3970	Physalaemus_aguirrei	NEOTROPICAL
3971	Hyla_sarda	PALEARTIC
3972	Oreobates_discoidalis	NEOTROPICAL
3973	Odorrana_hejiangensis	MALASIA
3974	Eleutherodactylus_cundalli	NEOTROPICAL
3975	Hypsiboas_freicanecae	NEOTROPICAL
3976	Dendropsophus_cruzi	NEOTROPICAL
3977	Eleutherodactylus_cooki	NEOTROPICAL
3978	Ambystoma_texanum	NEARTIC
3979	Leptolalax_melicus	MALASIA
3980	Litoria_biakensis	AUSTRALIA
3981	Callulops_robustus	AUSTRALIA
3982	Elachistocleis_carvalhoi	NEOTROPICAL
3983	Oreolalax_granulosus	MALASIA
3984	Hyla_immaculata	MALASIA
3985	Hylarana_lepus	AFROTROPICAL
3986	Dendropsophus_frosti	NEOTROPICAL
3987	Chiasmocleis_leucosticta	NEOTROPICAL
3988	Pseudoeurycea_smithi	NEOTROPICAL
3989	Ichthyophis_bombayensis	MALASIA
3990	Hyloxalus_azureiventris	NEOTROPICAL
3991	Pleurodema_cordobae	NEOTROPICAL
3992	Stumpffia_megsoni	AFROTROPICAL
3993	Nyctibatrachus_vasanthi	MALASIA
3994	Bufo_verrucosissimus	PALEARTIC
3995	Pristimantis_duellmani	NEOTROPICAL
3996	Pristimantis_w.nigrum	NEOTROPICAL
3997	Pseudoeurycea_maxima	NEOTROPICAL
3998	Nyctixalus_margaritifer	MALASIA
3999	Hyalinobatrachium_fragile	NEOTROPICAL
4000	Pseudophilautus_leucorhinus	MALASIA
4001	Rhacophorus_calcaneus	MALASIA
4002	Pleurodema_cinereum	NEOTROPICAL
4003	Craugastor_polymniae	NEOTROPICAL
4004	Andinobates_claudiae	NEOTROPICAL
4005	Eleutherodactylus_syristes	NEOTROPICAL
4006	Wolterstorffina_parvipalmata	AFROTROPICAL
4007	Pristimantis_spinosus	NEOTROPICAL
4008	Mantidactylus_argenteus	AFROTROPICAL
4009	Fejervarya_frithi	MALASIA
4010	Atelopus_dimorphus	NEOTROPICAL
4011	Hyperolius_igbettensis	AFROTROPICAL
4012	Atelopus_sanjosei	NEOTROPICAL
4013	Ameerega_trivittata	NEOTROPICAL
4014	Bufotes_siculus	PALEARTIC
4015	Tylototriton_uyenoi	MALASIA
4016	Xenopus_largeni	AFROTROPICAL
4017	Raorchestes_ravii	MALASIA
4018	Dendropsophus_seniculus	NEOTROPICAL
4019	Cynops_ensicauda	MALASIA
4020	Hyperolius_dartevellei	AFROTROPICAL
4021	Centrolene_condor	NEOTROPICAL
4022	Pristimantis_gracilis	NEOTROPICAL
4023	Cochranella_ramirezi	NEOTROPICAL
4024	Hyloscirtus_larinopygion	NEOTROPICAL
4025	Pristimantis_avius	NEOTROPICAL
4026	Phrynobatrachus_ukingensis	AFROTROPICAL
4027	Nyctimystes_zweifeli	AUSTRALIA
4028	Arthroleptis_stenodactylus	AFROTROPICAL
4029	Bokermannohyla_martinsi	NEOTROPICAL
4030	Uperoleia_orientalis	AUSTRALIA
4031	Cycloramphus_bandeirensis	NEOTROPICAL
4032	Hypsiboas_hobbsi	NEOTROPICAL
4033	Arthroleptis_taeniatus	AFROTROPICAL
4034	Pristimantis_minutulus	NEOTROPICAL
4035	Nyctimystes_cryptochrysos	AUSTRALIA
4036	Pristimantis_degener	NEOTROPICAL
4037	Litoria_jervisiensis	AUSTRALIA
4038	Probreviceps_loveridgei	AFROTROPICAL
4039	Eleutherodactylus_martinicensis	NEOTROPICAL
4040	Hypsiboas_pellucens	NEOTROPICAL
4041	Bolitoglossa_compacta	NEOTROPICAL
4042	Hypodactylus_elassodiscus	NEOTROPICAL
4043	Eurycea_lucifuga	NEARTIC
4044	Phyllomedusa_camba	NEOTROPICAL
4045	Austrochaperina_brevipes	AUSTRALIA
4046	Fejervarya_rufescens	MALASIA
4047	Pseudoeurycea_lynchi	NEOTROPICAL
4048	Aglyptodactylus_madagascariensis	AFROTROPICAL
4049	Kaloula_kokacii	OCEANIA
4050	Chikila_fulleri	MALASIA
4051	Choerophryne_rostellifer	AUSTRALIA
4052	Pristimantis_vilcabambae	NEOTROPICAL
4053	Uperoleia_littlejohni	AUSTRALIA
4054	Hydromantes_ambrosii	PALEARTIC
4055	Atelopus_ignescens	NEOTROPICAL
4056	Melanophryniscus_paraguayensis	NEOTROPICAL
4057	Buergeria_buergeri	PALEARTIC
4058	Caecilia_crassisquama	NEOTROPICAL
4059	Rana_vaillanti	NEOTROPICAL
4060	Amolops_jaunsari	MALASIA
4061	Rana_ulma	MALASIA
4062	Rhinella_pygmaea	NEOTROPICAL
4063	Litoria_aurea	AUSTRALIA
4064	Hyla_simplex	MALASIA
4065	Proceratophrys_rondonae	NEOTROPICAL
4066	Litoria_chrisdahli	AUSTRALIA
4067	Platypelis_tuberifera	AFROTROPICAL
4068	Amolops_torrentis	MALASIA
4069	Rhinella_azarai	NEOTROPICAL
4070	Eleutherodactylus_darlingtoni	NEOTROPICAL
4071	Pseudophilautus_pardus	MALASIA
4072	Nymphargus_siren	NEOTROPICAL
4073	Nymphargus_pluvialis	NEOTROPICAL
4074	Atelopus_chiriquiensis	NEOTROPICAL
4075	Phrynobatrachus_irangi	AFROTROPICAL
4076	Rulyrana_spiculata	NEOTROPICAL
4077	Scinax_aromothyella	NEOTROPICAL
4078	Pleurodema_tucumanum	NEOTROPICAL
4079	Trachycephalus_mesophaeus	NEOTROPICAL
4080	Scinax_flavoguttatus	NEOTROPICAL
4081	Nanorana_aenea	MALASIA
4082	Bokermannohyla_pseudopseudis	NEOTROPICAL
4083	Bufotes_baturae	PALEARTIC
4084	Raorchestes_akroparallagi	MALASIA
4085	Cophixalus_amabilis	AUSTRALIA
4086	Hyperolius_lamottei	AFROTROPICAL
4087	Myobatrachus_gouldii	AUSTRALIA
4088	Atelopus_guitarraensis	NEOTROPICAL
4089	Proceratophrys_subguttata	NEOTROPICAL
4090	Pristimantis_cryptomelas	NEOTROPICAL
4091	Philautus_juliandringi	MALASIA
4092	Telmatobius_fronteriensis	NEOTROPICAL
4093	Phrynoidis_juxtaspera	MALASIA
4094	Leptodactylus_turimiquensis	NEOTROPICAL
4095	Mantidactylus_cowanii	AFROTROPICAL
4096	Onychodactylus_fischeri	PALEARTIC
4097	Kurixalus_idiootocus	MALASIA
4098	Hylarana_signata	MALASIA
4099	Litoria_microbelos	AUSTRALIA
4100	Pristimantis_ortizi	NEOTROPICAL
4101	Hyperolius_sankuruensis	AFROTROPICAL
4102	Ptychadena_grandisonae	AFROTROPICAL
4103	Litoria_verreauxii	AUSTRALIA
4104	Paedophryne_dekot	AUSTRALIA
4105	Euphlyctis_mudigere	MALASIA
4106	Cophixalus_montanus	AUSTRALIA
4107	Lysapsus_laevis	NEOTROPICAL
4108	Phrynobatrachus_maculiventris	AFROTROPICAL
4109	Telmatobius_bolivianus	NEOTROPICAL
4110	Occidozyga_baluensis	MALASIA
4111	Plectrohyla_crassa	NEOTROPICAL
4112	Austrochaperina_septentrionalis	AUSTRALIA
4113	Frostius_erythrophthalmus	NEOTROPICAL
4114	Ranitomeya_variabilis	NEOTROPICAL
4115	Cophixalus_nubicola	AUSTRALIA
4116	Centrolene_quindianum	NEOTROPICAL
4117	Craugastor_sabrinus	NEOTROPICAL
4118	Bolitoglossa_lozanoi	NEOTROPICAL
4119	Anomaloglossus_parkerae	NEOTROPICAL
4120	Hypsiboas_secedens	NEOTROPICAL
4121	Pristimantis_ashkapara	NEOTROPICAL
4122	Hyloscirtus_criptico	NEOTROPICAL
4123	Dendropsophus_reichlei	NEOTROPICAL
4124	Phyllomedusa_duellmani	NEOTROPICAL
4125	Gastrotheca_christiani	NEOTROPICAL
4126	Amietophrynus_lemairii	AFROTROPICAL
4127	Chiropterotriton_lavae	NEOTROPICAL
4128	Plethodon_websteri	NEARTIC
4129	Neobatrachus_fulvus	AUSTRALIA
4130	Cryptotriton_monzoni	NEOTROPICAL
4131	Leptodactylus_latrans	NEOTROPICAL
4132	Platymantis_isarog	OCEANIA
4133	Leptopelis_parvus	AFROTROPICAL
4134	Kaloula_mediolineata	MALASIA
4135	Thoropa_miliaris	NEOTROPICAL
4136	Nyctimystes_obsoletus	AUSTRALIA
4137	Pristimantis_grandiceps	NEOTROPICAL
4138	Ingerophrynus_ledongensis	MALASIA
4139	Andinobates_daleswansoni	NEOTROPICAL
4140	Limnonectes_kohchangae	MALASIA
4141	Pseudophilautus_mittermeieri	MALASIA
4142	Babina_holsti	MALASIA
4143	Cochranella_balionota	NEOTROPICAL
4144	Bolitoglossa_kamuk	NEOTROPICAL
4145	Breviceps_acutirostris	AFROTROPICAL
4146	Nyctixalus_spinosus	OCEANIA
4147	Bolitoglossa_hypacra	NEOTROPICAL
4148	Bolitoglossa_insularis	AFROTROPICAL
4149	Phrynobatrachus_auritus	AFROTROPICAL
4150	Salamandra_salamandra	PALEARTIC
4151	Pristimantis_laticlavius	NEOTROPICAL
4152	Pseudocallulops_pullifer	AUSTRALIA
4153	Myersiella_microps	NEOTROPICAL
4154	Pseudoeurycea_naucampatepetl	NEOTROPICAL
4155	Hyla_femoralis	NEARTIC
4156	Boulengerula_denhardti	AFROTROPICAL
4157	Blommersia_grandisonae	AFROTROPICAL
4158	Ptychadena_superciliaris	AFROTROPICAL
4159	Incilius_macrocristatus	NEOTROPICAL
4160	Rhacophorus_omeimontis	MALASIA
4161	Bufo_menglianus	MALASIA
4162	Craugastor_rostralis	NEOTROPICAL
4163	Theloderma_licin	MALASIA
4164	Osteopilus_septentrionalis	NEOTROPICAL
4165	Incilius_campbelli	NEOTROPICAL
4166	Tylototriton_dabienicus	MALASIA
4167	Eleutherodactylus_turquinensis	NEOTROPICAL
4168	Micrixalus_thampii	MALASIA
4169	Scinax_cosenzai	NEOTROPICAL
4170	Eleutherodactylus_michaelschmidi	NEOTROPICAL
4171	Bokermannohyla_ibitiguara	NEOTROPICAL
4172	Gastrotheca_espeletia	NEOTROPICAL
4173	Plethodon_electromorphus	NEARTIC
4174	Pseudophilautus_microtympanum	MALASIA
4175	Pristimantis_signifer	NEOTROPICAL
4176	Plethodon_petraeus	NEARTIC
4177	Cynops_orphicus	MALASIA
4178	Anomaloglossus_stepheni	NEOTROPICAL
4179	Austrochaperina_gracilipes	AUSTRALIA
4180	Leptolalax_liui	MALASIA
4181	Craugastor_lauraster	NEOTROPICAL
4182	Rana_juliani	NEOTROPICAL
4183	Pristimantis_albertus	NEOTROPICAL
4184	Mantella_baroni	AFROTROPICAL
4185	Epicrionops_columbianus	NEOTROPICAL
4186	Hyloxalus_yasuni	NEOTROPICAL
4187	Melanophryniscus_cupreuscapularis	NEOTROPICAL
4188	Hylarana_miopus	MALASIA
4189	Atelopus_pastuso	NEOTROPICAL
4190	Arthroleptis_troglodytes	AFROTROPICAL
4191	Hyperolius_polli	AFROTROPICAL
4192	Pristimantis_pluvicanorus	NEOTROPICAL
4193	Pristimantis_myersi	NEOTROPICAL
4194	Craugastor_melanostictus	NEOTROPICAL
4195	Atelopus_franciscus	NEOTROPICAL
4196	Bufotes_balearicus	PALEARTIC
4197	Pristimantis_sarisarinama	NEOTROPICAL
4198	Cyclorana_manya	AUSTRALIA
4199	Rhinella_cristinae	NEOTROPICAL
4200	Paramesotriton_fuzhongensis	MALASIA
4201	Leptopelis_palmatus	AFROTROPICAL
4202	Stefania_marahuaquensis	NEOTROPICAL
4203	Leptopelis_modestus	AFROTROPICAL
4204	Cacosternum_karooicum	AFROTROPICAL
4205	Pseudophilautus_oxyrhynchus	MALASIA
4206	Leptodactylus_ochraceus	NEOTROPICAL
4207	Telmatobius_thompsoni	NEOTROPICAL
4208	Arthroleptis_nguruensis	AFROTROPICAL
4209	Hyla_zhaopingensis	MALASIA
4210	Microhyla_mymensinghensis	AFROTROPICAL
4211	Leptobrachium_lumadorum	OCEANIA
4212	Leptodactylus_macrosternum	NEOTROPICAL
4213	Hyperolius_rwandae	AFROTROPICAL
4214	Tepuihyla_talbergae	NEOTROPICAL
4215	Guibemantis_liber	AFROTROPICAL
4216	Sphaenorhynchus_prasinus	NEOTROPICAL
4217	Peltophryne_guentheri	NEOTROPICAL
4218	Desmognathus_planiceps	NEARTIC
4219	Heterixalus_alboguttatus	AFROTROPICAL
4220	Platymantis_pygmaeus	OCEANIA
4221	Mantella_nigricans	AFROTROPICAL
4222	Pseudoeurycea_altamontana	NEOTROPICAL
4223	Hyperolius_poweri	AFROTROPICAL
4224	Pseudophilautus_reticulatus	MALASIA
4225	Pseudotriton_montanus	NEARTIC
4226	Elachistocleis_bicolor	NEOTROPICAL
4227	Rhinella_rubescens	NEOTROPICAL
4228	Scinax_funereus	NEOTROPICAL
4229	Limnonectes_dabanus	MALASIA
4230	Syncope_magnova	NEOTROPICAL
4231	Callulina_kanga	AFROTROPICAL
4232	Leptodactylus_bufonius	NEOTROPICAL
4233	Atelopus_boulengeri	NEOTROPICAL
4234	Phrynopus_badius	NEOTROPICAL
4235	Dendropsophus_leucophyllatus	NEOTROPICAL
4236	Philautus_worcesteri	OCEANIA
4237	Rana_tavasensis	PALEARTIC
4238	Ingerophrynus_macrotis	MALASIA
4239	Sanguirana_aurantipunctata	OCEANIA
4240	Plethodon_hubrichti	NEARTIC
4241	Phaeognathus_hubrichti	NEARTIC
4242	Leptopelis_bufonides	AFROTROPICAL
4243	Craugastor_pygmaeus	NEOTROPICAL
4244	Nyctibatrachus_deveni	MALASIA
4245	Ramanella_montana	MALASIA
4246	Notaden_melanoscaphus	AUSTRALIA
4247	Gephyromantis_asper	AFROTROPICAL
4248	Atelopus_nicefori	NEOTROPICAL
4249	Scinax_argyreornatus	NEOTROPICAL
4250	Telmatobius_atahualpai	NEOTROPICAL
4251	Hoplobatrachus_rugulosus	MALASIA
4252	Phrynobatrachus_elberti	AFROTROPICAL
4253	Eleutherodactylus_guanahacabibes	NEOTROPICAL
4254	Ceuthomantis_cavernibardus	NEOTROPICAL
4255	Litoria_dayi	AUSTRALIA
4256	Nyctibatrachus_dattatreyaensis	MALASIA
4257	Craugastor_cyanochthebius	NEOTROPICAL
4258	Boophis_rhodoscelis	AFROTROPICAL
4259	Strabomantis_ruizi	NEOTROPICAL
4260	Uperoleia_fusca	AUSTRALIA
4261	Atelognathus_patagonicus	NEOTROPICAL
4262	Rhaebo_hypomelas	NEOTROPICAL
4263	Gephyromantis_luteus	AFROTROPICAL
4264	Discodeles_vogti	AUSTRALIA
4265	Adenomera_andreae	NEOTROPICAL
4266	Osteocephalus_cannatellai	NEOTROPICAL
4267	Ptychadena_cooperi	AFROTROPICAL
4268	Hyalinobatrachium_kawense	NEOTROPICAL
4269	Hyperolius_kibarae	AFROTROPICAL
4270	Occidozyga_semipalmata	OCEANIA
4271	Pristimantis_diaphonus	NEOTROPICAL
4272	Cophixalus_wempi	AUSTRALIA
4273	Amolops_assamensis	MALASIA
4274	Ingerophrynus_divergens	MALASIA
4275	Anaxyrus_woodhousii	NEARTIC
4276	Xenophrys_caudoprocta	MALASIA
4277	Cochranella_croceopodes	NEOTROPICAL
4278	Pseudacris_triseriata	NEARTIC
4279	Rhacophorus_subansiriensis	MALASIA
4280	Boophis_microtympanum	AFROTROPICAL
4281	Anhydrophryne_rattrayi	AFROTROPICAL
4282	Stefania_ackawaio	NEOTROPICAL
4283	Conraua_crassipes	AFROTROPICAL
4284	Nymphargus_nephelophila	NEOTROPICAL
4285	Dendropsophus_joannae	NEOTROPICAL
4286	Copiula_exspectata	AUSTRALIA
4287	Pristimantis_ocreatus	NEOTROPICAL
4288	Bolitoglossa_nympha	NEOTROPICAL
4289	Ambystoma_lermaense	NEOTROPICAL
4290	Engystomops_montubio	NEOTROPICAL
4291	Bolitoglossa_leandrae	NEOTROPICAL
4292	Limnonectes_tweediei	MALASIA
4293	Strongylopus_grayii	AFROTROPICAL
4294	Afrixalus_lindholmi	AFROTROPICAL
4295	Strabomantis_sulcatus	NEOTROPICAL
4296	Bolitoglossa_cataguana	NEOTROPICAL
4297	Hypsiboas_heilprini	NEOTROPICAL
4298	Boophis_elenae	AFROTROPICAL
4299	Alsodes_coppingeri	NEOTROPICAL
4300	Telmatobius_laevis	NEOTROPICAL
4301	Nymphargus_luteopunctatus	NEOTROPICAL
4302	Pristimantis_affinis	NEOTROPICAL
4303	Phrynopus_pesantesi	NEOTROPICAL
4304	Adelphobates_galactonotus	NEOTROPICAL
4305	Pseudopaludicola_facureae	NEOTROPICAL
4306	Gephyromantis_blanci	AFROTROPICAL
4307	Brachycephalus_brunneus	NEOTROPICAL
4308	Bolitoglossa_riletti	NEOTROPICAL
4309	Fejervarya_kirtisinghei	MALASIA
4310	Pristimantis_chloronotus	NEOTROPICAL
4311	Osteocephalus_castaneicola	NEOTROPICAL
4312	Alsodes_verrucosus	NEOTROPICAL
4313	Leptopelis_gramineus	AFROTROPICAL
4314	Batrachoseps_relictus	NEARTIC
4315	Raorchestes_crustai	MALASIA
4316	Celsiella_revocata	NEOTROPICAL
4317	Thorius_macdougalli	NEOTROPICAL
4318	Cacosternum_kinangopensis	AFROTROPICAL
4319	Rana_culaiensis	MALASIA
4320	Discodeles_bufoniformis	AUSTRALIA
4321	Litoria_chloristona	AUSTRALIA
4322	Hyloxalus_exasperatus	NEOTROPICAL
4323	Ptychohyla_hypomykter	NEOTROPICAL
4324	Cyclorana_maculosa	AUSTRALIA
4325	Pseudacris_kalmi	NEARTIC
4326	Petropedetes_vulpiae	AFROTROPICAL
4327	Limnonectes_laticeps	MALASIA
4328	Oreophryne_celebensis	OCEANIA
4329	Itapotihyla_langsdorffii	NEOTROPICAL
4330	Raorchestes_chromasynchysi	MALASIA
4331	Hyperolius_nasutus	AFROTROPICAL
4332	Andinobates_viridis	NEOTROPICAL
4333	Rana_chaochiaoensis	MALASIA
4334	Boophis_rufioculis	AFROTROPICAL
4335	Nanorana_yunnanensis	MALASIA
4336	Diasporus_ventrimaculatus	NEOTROPICAL
4337	Onychodactylus_kinneburi	PALEARTIC
4338	Rana_pyrenaica	PALEARTIC
4339	Limnonectes_magnus	OCEANIA
4340	Pristimantis_ceuthospilus	NEOTROPICAL
4341	Litoria_nyakalensis	AUSTRALIA
4342	Boophis_ankaratra	AFROTROPICAL
4343	Uraeotyphlus_oxyurus	MALASIA
4344	Stefania_evansi	NEOTROPICAL
4345	Bolitoglossa_silverstonei	NEOTROPICAL
4346	Pelophylax_porosus	PALEARTIC
4347	Hynobius_tokyoensis	PALEARTIC
4348	Hypsiboas_palaestes	NEOTROPICAL
4349	Kaloula_aureata	MALASIA
4350	Atelopus_monohernandezii	NEOTROPICAL
4351	Oscaecilia_elongata	NEOTROPICAL
4352	Anomaloglossus_degranvillei	NEOTROPICAL
4353	Craugastor_stejnegerianus	NEOTROPICAL
4354	Elachistocleis_panamensis	NEOTROPICAL
4355	Pristimantis_tamsitti	NEOTROPICAL
4356	Amietophrynus_garmani	AFROTROPICAL
4357	Hylodes_lateristrigatus	NEOTROPICAL
4358	Platymantis_acrochordus	AUSTRALIA
4359	Mantidactylus_melanopleura	AFROTROPICAL
4360	Ptychadena_porosissima	AFROTROPICAL
4361	Physalaemus_albifrons	NEOTROPICAL
4362	Desmognathus_santeetlah	NEARTIC
4363	Anomaloglossus_astralogaster	NEOTROPICAL
4364	Kalophrynus_tiomanensis	MALASIA
4365	Leptopelis_christyi	AFROTROPICAL
4366	Pristimantis_sulculus	NEOTROPICAL
4367	Boophis_pauliani	AFROTROPICAL
4368	Megophrys_oropedion	MALASIA
4369	Platymantis_sulcatus	AUSTRALIA
4370	Plethodon_welleri	NEARTIC
4371	Rhinella_arequipensis	NEOTROPICAL
4372	Pristimantis_matidiktyo	NEOTROPICAL
4373	Odorrana_chapaensis	MALASIA
4374	Rana_pipiens	NEARTIC
4375	Kalophrynus_subterrestris	MALASIA
4376	Leptobrachella_brevicrus	MALASIA
4377	Vibrissaphora_echinata	MALASIA
4378	Amietophrynus_kerinyagae	AFROTROPICAL
4379	Boulengerula_boulengeri	AFROTROPICAL
4380	Hyloscirtus_jahni	NEOTROPICAL
4381	Phyllodytes_wuchereri	NEOTROPICAL
4382	Phrynobatrachus_pygmaeus	AFROTROPICAL
4383	Excidobates_captivus	NEOTROPICAL
4384	Rhacophorus_duboisi	MALASIA
4385	Uperoleia_borealis	AUSTRALIA
4386	Hyperolius_cystocandicans	AFROTROPICAL
4387	Oreophryne_unicolor	AUSTRALIA
4388	Poyntonophrynus_damaranus	AFROTROPICAL
4389	Pristimantis_dundeei	NEOTROPICAL
4390	Pristimantis_charlottevillensis	NEOTROPICAL
4391	Rana_tlaloci	NEOTROPICAL
4392	Trachycephalus_nigromaculatus	NEOTROPICAL
4393	Hyloxalus_abditaurantius	NEOTROPICAL
4394	Pterorana_khare	MALASIA
4395	Litoria_nigrofrenata	AUSTRALIA
4396	Pseudophilautus_variabilis	MALASIA
4397	Xenorhina_subcrocea	AUSTRALIA
4398	Pristimantis_colostichos	NEOTROPICAL
4399	Pristimantis_yaviensis	NEOTROPICAL
4400	Cophixalus_kethuk	AUSTRALIA
4401	Pseudophilautus_chalazodes	MALASIA
4402	Litoria_citropa	AUSTRALIA
4403	Xenophrys_wushanensis	MALASIA
4404	Pseudophilautus_halyi	MALASIA
4405	Neobatrachus_kunapalari	AUSTRALIA
4406	Pipa_aspera	NEOTROPICAL
4407	Mantidactylus_ambreensis	AFROTROPICAL
4408	Pristimantis_bellae	NEOTROPICAL
4409	Ameerega_cainarachi	NEOTROPICAL
4410	Amolops_loloensis	MALASIA
4411	Oreobates_crepitans	NEOTROPICAL
4412	Hypsiboas_callipleura	NEOTROPICAL
4413	Stereochilus_marginatus	NEARTIC
4414	Megophrys_stejnegeri	OCEANIA
4415	Leptodactylus_flavopictus	NEOTROPICAL
4416	Hypsiboas_bischoffi	NEOTROPICAL
4417	Heterixalus_betsileo	AFROTROPICAL
4418	Ichthyophis_dulitensis	MALASIA
4419	Odorrana_orba	MALASIA
4420	Ptychadena_tellinii	AFROTROPICAL
4421	Physalaemus_soaresi	NEOTROPICAL
4422	Arthroleptis_bioko	AFROTROPICAL
4423	Crossodactylodes_izecksohni	NEOTROPICAL
4424	Litoria_callista	AUSTRALIA
4425	Uraeotyphlus_malabaricus	MALASIA
4426	Indotyphlus_maharashtraensis	MALASIA
4427	Amietophrynus_pantherinus	AFROTROPICAL
4428	Notaden_nichollsi	AUSTRALIA
4429	Uperoleia_arenicola	AUSTRALIA
4430	Craugastor_chingopetaca	NEOTROPICAL
4431	Osteocephalus_vilarsi	NEOTROPICAL
4432	Lissotriton_boscai	PALEARTIC
4433	Leptopelis_notatus	AFROTROPICAL
4434	Hyloxalus_littoralis	NEOTROPICAL
4435	Stereocyclops_incrassatus	NEOTROPICAL
4436	Acanthixalus_spinosus	AFROTROPICAL
4437	Incilius_intermedius	NEOTROPICAL
4438	Babina_subaspera	MALASIA
4439	Odontophrynus_achalensis	NEOTROPICAL
4440	Hyloxalus_cevallosi	NEOTROPICAL
4441	Hyloscirtus_staufferorum	NEOTROPICAL
4442	Ischnocnema_randorum	NEOTROPICAL
4443	Ranodon_sibiricus	PALEARTIC
4444	Caecilia_volcani	NEOTROPICAL
4445	Hydromantes_strinatii	PALEARTIC
4446	Raorchestes_uthamani	MALASIA
4447	Hylarana_moellendorffi	OCEANIA
4448	Atelopus_elegans	NEOTROPICAL
4449	Tlalocohyla_loquax	NEOTROPICAL
4450	Ranitomeya_benedicta	NEOTROPICAL
4451	Meristogenys_stigmachilus	MALASIA
4452	Cardioglossa_schioetzi	AFROTROPICAL
4453	Hydromantes_platycephalus	NEARTIC
4454	Telmatobius_vellardi	NEOTROPICAL
4455	Oreolalax_liangbeiensis	MALASIA
4456	Philautus_vittiger	MALASIA
4457	Feihyla_kajau	MALASIA
4458	Pristimantis_padiali	NEOTROPICAL
4459	Gastrotheca_litonedis	NEOTROPICAL
4460	Rhacophorus_marmoridorsum	MALASIA
4461	Rana_graeca	PALEARTIC
4462	Pristimantis_achatinus	NEOTROPICAL
4463	Callulops_stictogaster	AUSTRALIA
4464	Afrixalus_osorioi	AFROTROPICAL
4465	Eleutherodactylus_goini	NEOTROPICAL
4466	Amolops_liangshanensis	MALASIA
4467	Microhyla_fissipes	MALASIA
4468	Ctenophryne_geayi	NEOTROPICAL
4469	Eleutherodactylus_zugi	NEOTROPICAL
4470	Hylarana_parkeriana	AFROTROPICAL
4471	Occidozyga_magnapustulosa	MALASIA
4472	Cycloramphus_mirandaribeiroi	NEOTROPICAL
4473	Platymantis_banahao	OCEANIA
4474	Dendropsophus_minutus	NEOTROPICAL
4475	Craugastor_obesus	NEOTROPICAL
4476	Echinotriton_andersoni	MALASIA
4477	Pseudophilautus_puranappu	MALASIA
4478	Proceratophrys_cururu	NEOTROPICAL
4479	Leptodactylus_fuscus	NEOTROPICAL
4480	Thorius_spilogaster	NEOTROPICAL
4481	Leptodactylodon_ventrimarmoratus	AFROTROPICAL
4482	Phrynobatrachus_liberiensis	AFROTROPICAL
4483	Leptobrachium_huashen	MALASIA
4484	Exerodonta_bivocata	NEOTROPICAL
4485	Liophryne_magnitympanum	AUSTRALIA
4486	Gephyromantis_boulengeri	AFROTROPICAL
4487	Espadarana_prosoblepon	NEOTROPICAL
