ID	Species	Range	sd.phy	sd.rg	Latitude	Longitude	meanT0	meanT1	Haldane	P_Rescue	P_RescueP	rescuep_save_05	rescuep_save_095
6169	Quasipaa_acanthophora	1	1.497233311	1.497233311	21.5	106.5	20.82328787	24.59600082	0.054778035	0	0.518	0	0
6170	Bolitoglossa_lincolni	4	1.066935467	1.066935467	15.75	-91.75	21.80844241	25.9418033	0.090094176	0	0	1	0
6171	Leptodactylus_furnarius	139	2.436869349	2.436869349	-19.0971223	-49.29136691	22.32536019	26.60017563	0.040795914	0.322	0.968	0	1
6172	Rhinella_martyi	33	0.812462698	0.812462698	3.621212121	-55.77272727	25.17015652	29.26203459	0.122838753	0	0	1	0
6173	Calluella_minuta	1	2.271211334	2.271211334	4.5	102.5	24.75553988	28.0285641	0.033513765	0.666	1	0	1
6174	Neurergus_crocatus	4	5.184200108	5.184200108	37	44	12.81321314	18.16263038	0.021954667	0.987	1	0	1
6175	Aneides_ferreus	27	2.057454045	2.057454045	43.87037037	-123.7962963	10.73591408	14.510821	0.041698788	0.31	0.949	0	0
6176	Plectrohyla_quecchi	1	2.809606255	2.809606255	15.5	-90.5	22.17610387	26.20604102	0.032598689	0.747	1	0	1
6177	Hylophorbus_nigrinus	2	0.646994212	0.646994212	-2.5	137.5	24.08885023	27.41544594	0.116854906	0	0	1	0
6178	Pseudoeurycea_anitae	1	0.184358454	0.184358454	16.5	-97.5	22.42539598	26.51280699	0.554274965	0	0	1	0
6179	Phrynopus_paucari	2	1.431527408	1.431527408	-10.5	-76	15.08275166	19.48285795	0.064035715	0	0.189	1	0
6180	Hydrolaetare_dantasi	21	0.31793615	0.31793615	-9.166666667	-70.11904762	25.3572044	30.04228282	0.313529995	0	0	1	0
6181	Rhinella_henseli	19	0.969113558	0.969113558	-29.07894737	-52.07894737	18.73164695	22.89563894	0.091419188	0	0	1	0
6182	Bolitoglossa_oresbia	1	1.509119453	1.509119453	14.5	-87.5	22.18759222	25.9132714	0.061719421	0	0.265	1	0
6183	Hyperolius_kuligae	64	1.85404729	1.85404729	1.609375	15.875	22.08572226	25.7508039	0.045972105	0.145	0.876	0	0
6184	Litoria_andiirrmalin	4	1.091257933	1.091257933	-15	145	25.47356356	28.64279516	0.066004552	0	0.135	1	0
6185	Oedipina_gracilis	2	1.37675317	1.37675317	9.5	-83	24.95366435	27.86784174	0.043198018	0.227	0.938	0	0
6186	Nyctibatrachus_sylvaticus	1	2.010567332	2.010567332	12.5	75.5	24.567603	27.95190031	0.03506781	0.577	1	0	1
6187	Limnomedusa_macroglossa	62	1.272794955	1.272794955	-30.35483871	-54.66129032	18.4815744	22.7392318	0.071172859	0	0.066	1	0
6188	Litoria_nudidigita	21	1.623164726	1.623164726	-36.5952381	148.3095238	13.61827313	17.45991716	0.059169041	0	0.366	1	0
6189	Nymphargus_mariae	1	2.574129013	2.574129013	-9.5	-74.5	22.99189207	27.69768621	0.040624694	0.336	0.976	0	1
6190	Teratohyla_pulverata	33	1.817949616	1.817949616	8.075757576	-80.28787879	24.27287017	27.47367242	0.040015139	0.371	0.984	0	1
6191	Leptolalax_botsfordi	1	1.194176721	1.194176721	22.5	103.5	16.91708439	20.87950053	0.0705982	0	0.076	1	0
6192	Limnonectes_asperatus	4	1.256238844	1.256238844	-2	114	24.70318234	28.40488713	0.068526903	0	0.106	1	0
6193	Cardioglossa_gracilis	75	1.331476627	1.331476627	1.993333333	13.16666667	22.97185475	26.72232794	0.058682861	0	0.371	1	0
6194	Pseudophilautus_sahai	1	1.148612362	1.148612362	27.5	96.5	15.84490198	20.08851612	0.076969943	0	0.014	1	0
6195	Breviceps_poweri	153	1.505776372	1.505776372	-12.52614379	27.52614379	20.59485651	24.992266	0.062135325	0	0.268	1	0
6196	Myersiohyla_chamaeleo	1	0.18170364	0.18170364	0.5	-65.5	24.04481909	28.66691422	0.605655915	0	0	1	0
6197	Bokermannohyla_claresignata	2	1.555248193	1.555248193	-22.5	-44	19.66014742	23.3484076	0.053897568	0.002	0.564	0	0
6198	Gastrotheca_antoniiochoai	1	2.538618149	2.538618149	-13.5	-71.5	8.514542857	12.92557473	0.038612712	0.444	0.993	0	1
6199	Pristimantis_kareliae	2	0.039435493	0.039435493	8.5	-71	22.96337529	28.00658306	2.72095728	0	0	1	0
6200	Fejervarya_moodiei	1	1.189305181	1.189305181	14.5	120.5	26.49855755	29.52875367	0.053080645	0.007	0.604	0	0
6201	Pristimantis_marmoratus	107	1.709908344	1.709908344	2.892523364	-59.44392523	24.36703395	28.62239738	0.054101087	0.002	0.608	0	0
6202	Ameerega_boliviana	1	1.228543545	1.228543545	-15.5	-67.5	17.13871566	21.81421741	0.088505287	0	0	1	0
6203	Limnonectes_leytensis	8	3.085588703	3.085588703	8.875	125.125	25.73699849	28.98002112	0.025634691	0.944	1	0	1
6204	Cycloramphus_brasiliensis	2	1.306685514	1.306685514	-22.5	-44	19.66014742	23.3484076	0.060055476	0	0.33	1	0
6205	Rhacophorus_achantharrhena	2	2.204097388	2.204097388	-4	103	24.96402642	28.3962158	0.033131615	0.692	1	0	1
6206	Boophis_occidentalis	6	2.500968415	2.500968415	-19.33333333	46.5	23.02419359	26.40956315	0.029426597	0.862	1	0	1
6207	Pristimantis_eurydactylus	42	1.169682704	1.169682704	-6.642857143	-69.9047619	24.76240701	29.3646481	0.089422874	0	0	1	0
6208	Limnonectes_khasianus	1	2.341311035	2.341311035	25.5	91.5	22.74372367	26.62582733	0.037683856	0.449	0.996	0	1
6209	Pseudophilautus_sirilwijesundarai	1	1.343250284	1.343250284	6.5	80.5	26.58842914	29.66182745	0.055805635	0	0.499	1	0
6210	Kassina_senegalensis	1173	3.221653158	3.221653158	-4.137681159	20.89727195	22.3454097	26.46633109	0.027215586	0.896	1	0	1
6211	Paratelmatobius_yepiranga	1	3.650725933	3.650725933	-22.5	-45.5	18.18210945	22.12260423	0.023986065	0.966	1	0	1
6212	Rana_longicrus	1	2.538618149	2.538618149	25.5	121.5	22.03357951	25.20761164	0.029076725	0.857	1	0	1
6213	Calluella_smithi	1	3.821539764	3.821539764	1.5	113.5	22.82294175	26.51207508	0.020539417	0.997	1	0	1
6214	Taricha_sierrae	11	1.966396038	1.966396038	39.40909091	-121.0454545	11.29628734	15.53632475	0.044921832	0.162	0.904	0	0
6215	Platypelis_milloti	2	1.260702601	1.260702601	-14	48.5	24.68196782	27.97073268	0.05434742	0.002	0.546	0	0
6216	Ambystoma_gracile	79	3.95233086	3.95233086	48.05696203	-124.8544304	7.210500776	11.64047008	0.026066275	0.933	1	0	1
6217	Rhinella_macrorhina	3	2.972433912	2.972433912	6.5	-75.5	21.02485478	25.1944985	0.030495019	0.818	1	0	1
6218	Caudacaecilia_paucidentula	1	2.088411709	2.088411709	-3.5	102.5	24.76546548	28.21498539	0.04028642	0.38	0.983	0	1
6219	Bolitoglossa_paraensis	5	1.308546509	1.308546509	-1.1	-47.3	25.80108423	29.3664438	0.059231992	0	0.372	1	0
6220	Paedophryne_oyatabu	1	0.908277561	0.908277561	-9.5	150.5	26.58031234	29.63346162	0.068601462	0	0.105	1	0
6221	Incilius_gemmifer	4	2.637758505	2.637758505	17	-100	24.34231072	28.38198638	0.035615825	0.564	1	0	1
6222	Dendropsophus_battersbyi	1	2.061316543	2.061316543	10.5	-66.5	25.42391821	28.30348079	0.032487282	0.728	1	0	1
6223	Rhacophorus_spelaeus	1	1.198195234	1.198195234	16.5	103.5	23.16732193	26.63350875	0.062887821	0	0.246	1	0
6224	Xenorhina_ophiodon	1	2.252061128	2.252061128	-1.5	133.5	24.41290647	27.82636422	0.036968387	0.507	1	0	1
6225	Pristimantis_ornatus	1	1.372492259	1.372492259	-10.5	-75.5	15.43448898	19.88232556	0.067514597	0	0.118	1	0
6226	Ichthyophis_nguyenorum	1	0.201268349	0.201268349	14.5	108.5	23.69337239	26.81185679	0.34431471	0	0	1	0
6227	Hyperolius_kihangensis	2	1.512045132	1.512045132	-8.5	36	19.68999468	23.50481249	0.056065608	0	0.502	0	0
6228	Mixophyes_balbus	28	2.022122091	2.022122091	-33.07142857	151.1071429	15.78837916	19.55489709	0.040492523	0.351	0.975	0	1
6229	Rhinella_roqueana	55	2.115763246	2.115763246	-3.718181818	-74.55454545	23.33288124	27.65712089	0.043485536	0.216	0.927	0	0
6230	Philautus_maosonensis	4	1.793475514	1.793475514	21.75	106	19.98957143	23.78870509	0.048143365	0.074	0.805	0	0
6231	Gastrotheca_splendens	1	2.037804187	2.037804187	-17.5	-64.5	19.22293977	24.22557926	0.051144098	0.036	0.704	0	0
6232	Eleutherodactylus_marnockii	21	1.145351138	1.145351138	30.69047619	-100.1666667	17.78452126	22.16325409	0.081341455	0	0.002	1	0
6233	Oedipina_salvadorensis	1	1.737900154	1.737900154	13.5	-88.5	24.59148636	28.37231493	0.050593382	0.033	0.738	0	0
6234	Hyloxalus_spilotogaster	1	2.167797523	2.167797523	-5.5	-78.5	21.24904542	25.1382315	0.043757868	0.197	0.919	0	0
6235	Platymantis_mimicus	7	1.545219972	1.545219972	-5.785714286	150.6428571	26.65334941	29.78102874	0.044002168	0.207	0.916	0	0
6236	Oreolalax_lichuanensis	17	1.210606541	1.210606541	29.20588235	108.4411765	13.57250371	18.16638486	0.090349853	0	0	1	0
6237	Caecilia_gracilis	82	0.822986593	0.822986593	-1.658536585	-62.31707317	24.99196952	29.22329273	0.122414863	0	0	1	0
6238	Scinax_littoreus	3	2.317672754	2.317672754	-22.5	-42.5	22.11574086	25.45420957	0.034296192	0.637	1	0	1
6239	Eurycea_chisholmensis	2	1.574982819	1.574982819	31	-97.5	18.71553775	22.9437844	0.057119794	0	0.446	1	0
6240	Dendropsophus_yaracuyanus	2	0.909340566	0.909340566	10.5	-69	24.7340191	27.89365773	0.078969279	0	0.005	1	0
6241	Plectrohyla_sagorum	4	1.26100045	1.26100045	15	-92	23.93047202	27.85813983	0.074160085	0	0.025	1	0
6242	Xenophrys_sangzhiensis	1	1.308531361	1.308531361	29.5	109.5	12.75859888	17.39908738	0.078807409	0	0.005	1	0
6243	Litoria_dux	1	1.406656578	1.406656578	-5.5	146.5	24.59371404	27.77262637	0.051361511	0.023	0.693	0	0
6244	Amietophrynus_chudeaui	1	3.09322603	3.09322603	14.5	-9.5	28.01886781	32.96127636	0.032608506	0.742	1	0	1
6245	Pleurodema_bibroni	50	1.049572919	1.049572919	-30.96	-54.62	18.28822086	22.46953571	0.094852976	0	0	1	0
6246	Vitreorana_parvula	1	1.453830172	1.453830172	-27.5	-50.5	16.51731644	20.57472608	0.066448608	0	0.14	1	0
6247	Pseudophilautus_maia	1	2.991824277	2.991824277	7.5	80.5	26.60315203	29.71601507	0.023121256	0.989	1	0	1
6248	Xenorhina_tumulus	2	1.519351171	1.519351171	-4	143.5	24.85188323	28.11111993	0.053628759	0.005	0.602	0	0
