ID	Species	Range	sd.phy	sd.rg	Latitude	Longitude	meanT0	meanT1	Haldane	P_Rescue	P_RescueP	rescuep_save_05	rescuep_save_095
1057	Allobates_crombiei	6	1.148612362	1.148612362	-3.5	-52	24.45830642	28.85245778	0.078073823	0	0.007	1	0
1058	Microhyla_mukhlesuri	1	1.252170863	1.252170863	22.5	91.5	23.94723575	27.59086687	0.067670962	0	0.116	1	0
1059	Ambystoma_flavipiperatum	1	1.738698838	1.738698838	20.5	-103.5	16.47992725	21.35666129	0.057241187	0	0.455	1	0
1060	Pseudophilautus_sarasinorum	1	4.091449566	4.091449566	7.5	80.5	26.60315203	29.71601507	0.016187693	1	1	0	1
1061	Astylosternus_diadematus	4	0.252718123	0.252718123	5	10	22.25076781	25.89232837	0.343085102	0	0	1	0
1062	Arthroleptis_reichei	4	2.526768297	2.526768297	-8	36	19.80162539	23.53898236	0.032869012	0.684	1	0	1
1063	Atelopus_famelicus	2	3.699180332	3.699180332	2.5	-77	20.33464906	24.06698184	0.021020044	0.994	1	0	1
1064	Schistometopum_gregorii	1	1.401060217	1.401060217	-2.5	40.5	26.87556276	30.08722658	0.055909991	0	0.473	1	0
1065	Callulina_hanseni	1	3.141789539	3.141789539	-6.5	37.5	21.38745012	24.80385304	0.025890635	0.931	1	0	1
1066	Hypsiboas_rhythmicus	1	1.583575973	1.583575973	4.5	-64.5	19.28869557	24.1151956	0.070880203	0	0.079	1	0
1067	Silverstoneia_minima	1	1.253767151	1.253767151	5.5	-76.5	21.36325804	25.05695561	0.071855595	0	0.059	1	0
1068	Pristimantis_cristinae	4	2.911322734	2.911322734	11	-74	26.50048004	29.67668687	0.023717046	0.972	1	0	1
1069	Pelophylax_bedriagae	76	3.20634993	3.20634993	35.22368421	31.93421053	17.28983771	21.63387308	0.027649441	0.904	1	0	1
1070	Leiopelma_pakeka	2	2.366387938	2.366387938	-41.5	174	13.02235738	16.80858229	0.036363677	0.535	0.999	0	1
1071	Cochranella_phryxa	1	1.358387572	1.358387572	-15.5	-67.5	17.13871566	21.81421741	0.070243872	0	0.067	1	0
1072	Oedipina_uniformis	7	0.301903387	0.301903387	9.5	-83.5	25.26864263	28.25000669	0.214678818	0	0	1	0
1073	Craugastor_noblei	24	0.98343296	0.98343296	13.125	-84.70833333	25.21910022	28.32607914	0.067219564	0	0.135	1	0
1074	Litoria_multicolor	1	9.580546867	9.580546867	-2.5	134.5	25.50211715	28.85825351	0.007006148	1	1	0	1
1075	Mantidactylus_bourgati	4	1.230173139	1.230173139	-22	47	20.87408574	24.18827482	0.054981295	0	0.535	0	0
1076	Hypsiboas_goianus	21	0.898674375	0.898674375	-16.92857143	-47.92857143	22.70067179	26.89239137	0.095190538	0	0	1	0
1077	Pseudophilautus_simba	1	1.194233281	1.194233281	6.5	80.5	26.58842914	29.66182745	0.059849596	0	0.326	1	0
1078	Pseudoeurycea_exspectata	1	0.889682186	0.889682186	14.5	-90.5	24.02737914	28.02106789	0.095508376	0	0	1	0
1079	Dendropsophus_amicorum	1	0.457906584	0.457906584	10.5	-70.5	25.18904302	28.62900452	0.170735573	0	0	1	0
1080	Sphaenorhynchus_bromelicola	1	1.519351171	1.519351171	-13.5	-40.5	22.26097153	26.03829959	0.056503307	0	0.44	1	0
1081	Echinotriton_chinhaiensis	1	2.747849707	2.747849707	29.5	121.5	16.52554938	20.51050412	0.032226853	0.754	1	0	1
1082	Amolops_granulosus	29	3.066461611	3.066461611	31.67241379	106.3275862	9.416124946	14.10353294	0.036395353	0.517	0.998	0	1
1083	Bokermannohyla_flavopicta	1	1.207499805	1.207499805	-13.5	-41.5	22.42026567	26.30727486	0.065695015	0	0.161	1	0
1084	Odorrana_gigatympana	1	10.46885415	10.46885415	14.5	108.5	23.69337239	26.81185679	0.006079227	1	1	0	1
1085	Anodonthyla_hutchisoni	2	0.630010883	0.630010883	-15.5	50	23.53107997	26.61194218	0.122254325	0	0	1	0
1086	Oedipina_complex	17	2.052105184	2.052105184	4.441176471	-77.85294118	23.21098038	26.54569366	0.034574907	0.627	1	0	1
1087	Triprion_petasatus	25	0.980572981	0.980572981	19.42	-89.14	25.47880142	29.15878699	0.087276584	0	0	1	0
1088	Bolitoglossa_rostrata	1	2.356843455	2.356843455	15.5	-91.5	21.76072259	25.85885133	0.03699619	0.508	0.997	0	1
1089	Amolops_formosus	30	10.46885415	10.46885415	28.16666667	85.4	10.31087192	14.97717803	0.010871519	1	1	0	1
1090	Duttaphrynus_melanostictus	818	4.570085845	4.570085845	17.15525672	95.56845966	22.65955617	26.39632212	0.017775168	1	1	0	1
1091	Leptopelis_concolor	25	3.287085999	3.287085999	-2.18	39.66	24.52310872	27.82790927	0.023937837	0.967	1	0	1
1092	Bolitoglossa_hiemalis	1	0.532806934	0.532806934	4.5	-76.5	20.7589816	24.46204692	0.154446827	0	0	1	0
1093	Dendropsophus_bokermanni	115	2.141238224	2.141238224	-6.813043478	-71.60434783	24.13786058	28.69497332	0.043433888	0.232	0.917	0	0
1094	Craugastor_lineatus	10	1.776032101	1.776032101	16.9	-94.3	22.68496314	26.98180509	0.05040311	0.031	0.729	0	0
1095	Semnodactylus_wealii	64	2.789742752	2.789742752	-30.21875	27.125	15.86415916	19.85480008	0.031097155	0.798	1	0	1
1096	Pristimantis_almendariz	1	1.565197593	1.565197593	-2.5	-77.5	20.06607126	24.16201287	0.05340581	0.005	0.607	0	0
1097	Leptophryne_cruentata	2	3.283956203	3.283956203	-6.5	107	25.54727631	28.79151829	0.020161359	0.998	1	0	1
1098	Callulina_kisiwamsitu	2	1.295208119	1.295208119	-5	38.5	23.36405129	26.65304265	0.052903199	0.007	0.65	0	0
1099	Eleutherodactylus_saxatilis	1	2.172921885	2.172921885	23.5	-105.5	17.07080714	21.23106684	0.044525404	0.178	0.901	0	0
1100	Phrynobatrachus_cornutus	94	1.272626895	1.272626895	1.925531915	13.68085106	23.06746272	26.84591144	0.060592149	0	0.332	1	0
1101	Afrixalus_nigeriensis	40	1.076206038	1.076206038	6.1	-3	24.77365932	28.31680784	0.06718895	0	0.145	1	0
1102	Duttaphrynus_manipurensis	1	2.500970606	2.500970606	24.5	94.5	20.60692786	24.6470562	0.039400589	0.385	0.982	0	1
1103	Bolitoglossa_suchitanensis	1	1.434427119	1.434427119	14.5	-89.5	23.22102405	27.2081121	0.055591365	0	0.519	0	0
1104	Micrixalus_fuscus	9	2.211029235	2.211029235	10.72222222	76.61111111	24.83831759	28.26159351	0.031597399	0.758	1	0	1
1105	Pristimantis_mercedesae	7	2.451425426	2.451425426	-16.5	-66.5	15.72576565	20.38197207	0.03957057	0.363	0.986	0	1
1106	Psychrophrynella_iatamasi	1	3.246073373	3.246073373	-17.5	-65.5	13.87426952	18.41118168	0.031765037	0.774	1	0	1
1107	Hyalinobatrachium_orocostale	1	0.905637065	0.905637065	8.5	-65.5	28.41919031	32.04035597	0.083301528	0	0	1	0
1108	Ameerega_peruviridis	1	2.174999055	2.174999055	-9.5	-73.5	24.54361674	29.25896122	0.051618462	0.022	0.686	0	0
1109	Kurixalus_appendiculatus	68	6.548629463	6.548629463	8.176470588	108.6470588	22.23824167	25.8323837	0.011931279	1	1	0	1
1110	Pristimantis_rhodoplichus	1	1.984860271	1.984860271	-4.5	-79.5	21.27673735	24.85075939	0.040923673	0.31	0.963	0	1
1111	Liuixalus_ocellatus	4	0.889682186	0.889682186	19	110	24.2164371	27.26024736	0.072792196	0	0.041	1	0
1112	Scinax_cabralensis	2	1.381994483	1.381994483	-17.5	-44	22.45529231	26.64688674	0.064531994	0	0.2	1	0
1113	Haddadus_plicifer	1	2.693483842	2.693483842	-7.5	-34.5	25.20840087	28.39636643	0.02752522	0.897	1	0	1
1114	Lepidobatrachus_asper	61	2.961390659	2.961390659	-25.79508197	-61.33606557	22.74200369	27.71679932	0.040972804	0.322	0.964	0	1
1115	Megophrys_nasuta	113	1.263391504	1.263391504	1.376106195	105.9159292	25.01765239	28.44146784	0.064524271	0	0.192	1	0
1116	Leptolalax_bourreti	1	0.406619804	0.406619804	22.5	103.5	16.91708439	20.87950053	0.24361923	0	0	1	0
1117	Rugosa_emelianjovi	69	3.821539764	3.821539764	40.38405797	126.6014493	7.514252913	12.38992236	0.026579979	0.928	1	0	1
1118	Pristimantis_capitonis	2	1.64581103	1.64581103	3	-76.5	19.75497837	23.60819998	0.054447202	0	0.526	0	0
1119	Scinax_albicans	6	0.421964946	0.421964946	-22.16666667	-42.66666667	21.33230636	24.75484498	0.165529691	0	0	1	0
1120	Isthmohyla_infucata	1	0.292322873	0.292322873	9.5	-82.5	24.73428062	27.50371485	0.231070444	0	0	1	0
1121	Scinax_cuspidatus	37	2.108162715	2.108162715	-19.36486486	-41.41891892	22.24456143	25.5892974	0.037775344	0.482	0.996	0	1
1122	Phrynobatrachus_alleni	47	1.279221879	1.279221879	6.35106383	-6.35106383	24.71478111	28.26661155	0.066108462	0	0.128	1	0
1123	Engystomops_guayaco	2	9.580546867	9.580546867	-2	-79.5	21.24748817	24.76380793	0.007340541	1	1	0	1
1124	Hypodactylus_dolops	2	3.458368239	3.458368239	1	-77	18.17350014	22.15588242	0.023990013	0.968	1	0	1
1125	Pristimantis_pteridophilus	2	1.903116091	1.903116091	0	-78.5	19.2990078	23.03021947	0.039211603	0.399	0.984	0	1
1126	Centrolene_durrellorum	1	0.854919288	0.854919288	-1.5	-77.5	18.95145656	23.01893714	0.09709666	0	0	1	0
1127	Pristimantis_cordovae	2	2.005442671	2.005442671	-7.5	-78	16.60082622	20.66129628	0.043079257	0.251	0.934	0	0
1128	Bolitoglossa_subpalmata	5	1.679258325	1.679258325	10.1	-84.3	25.55062931	28.59395356	0.040273391	0.356	0.977	0	1
1129	Gastrophryne_mazatlanensis	1	1.682854012	1.682854012	25.5	-107.5	19.51245551	23.75813145	0.061534198	0	0.284	1	0
1130	Xenophrys_serchhipii	1	2.253458976	2.253458976	23.5	92.5	22.05541024	25.97140677	0.042384668	0.266	0.944	0	0
1131	Pristimantis_anemerus	1	1.817164167	1.817164167	-5.5	-79.5	21.99824126	25.48191864	0.039124399	0.395	0.99	0	1
1132	Pristimantis_siopelus	4	2.723925716	2.723925716	1	-78	19.35849465	23.03711271	0.030692818	0.8	1	0	1
1133	Adenomera_engelsi	1	0.686926795	0.686926795	-27.5	-48.5	21.63739635	24.85807976	0.101924772	0	0	1	0
1134	Ichthyophis_daribokensis	1	1.253143939	1.253143939	25.5	90.5	23.68964228	27.4092407	0.065960294	0	0.147	1	0
1135	Leptobrachium_leishanense	1	2.507737078	2.507737078	26.5	108.5	15.05597332	19.44412777	0.038885473	0.396	0.99	0	1
1136	Necturus_beyeri	62	1.596901922	1.596901922	31.96774194	-89.66129032	17.98385016	22.40027022	0.058842928	0	0.371	1	0
1137	Hyperolius_horstockii	13	1.348896833	1.348896833	-34.03846154	21.65384615	17.59987773	20.56913361	0.048916613	0.062	0.79	0	0
1138	Gephyromantis_runewsweeki	1	3.989734886	3.989734886	-21.5	47.5	20.0729413	23.44104379	0.019632373	1	1	0	1
1139	Ctenophryne_carpish	5	1.272794955	1.272794955	-7.7	-77.1	15.8589846	20.23320245	0.07013679	0	0.09	1	0
1140	Phrynopus_interstinctus	1	1.651101149	1.651101149	-9.5	-75.5	19.07014945	23.68419274	0.066536307	0	0.137	1	0
1141	Pristimantis_walkeri	10	1.401060217	1.401060217	-0.8	-79.4	21.45228184	24.90708249	0.060142619	0	0.322	1	0
1142	Oreobates_lundbergi	1	1.953069334	1.953069334	-10.5	-75.5	15.43448898	19.88232556	0.050607939	0.035	0.718	0	0
1143	Telmatobius_hauthali	1	2.211878501	2.211878501	-27.5	-68.5	9.202693474	13.83447401	0.05107435	0.028	0.693	0	0
1144	Adelophryne_baturitensis	2	0.617926504	0.617926504	-4.5	-39	25.62804885	29.13172624	0.120639472	0	0	1	0
1145	Aromobates_serranus	1	1.725461291	1.725461291	8.5	-71.5	22.52822898	27.6579632	0.060672734	0	0.294	1	0
1146	Platymantis_biak	1	1.972643237	1.972643237	14.5	121.5	26.2294746	29.31144918	0.037198996	0.5	0.997	0	1
1147	Eleutherodactylus_bresslerae	1	1.675429547	1.675429547	20.5	-74.5	25.8269688	28.7312669	0.040313134	0.338	0.98	0	1
1148	Rhinella_marina	1304	2.465979661	2.465979661	-0.461656442	-26.02377301	24.34556793	28.34891866	0.039595907	0.374	0.979	0	1
1149	Heterixalus_luteostriatus	11	1.288745579	1.288745579	-15.31818182	46.86363636	25.19738731	28.5400025	0.061754684	0	0.275	1	0
1150	Microhyla_palmipes	84	0.92946918	0.92946918	-2.25	104.0952381	25.62118583	28.94902033	0.08732586	0	0	1	0
1151	Leptolalax_applebyi	1	1.829794348	1.829794348	15.5	107.5	22.71272086	25.91904495	0.037282693	0.527	0.999	0	1
1152	Blommersia_sarotra	4	1.462766013	1.462766013	-19	48	19.23504907	22.58276736	0.055820046	0	0.502	0	0
1153	Oreophrynella_weiassipuensis	1	1.366109561	1.366109561	5.5	-60.5	21.64988975	26.02237917	0.065320148	0	0.172	1	0
1154	Cochranella_granulosa	21	0.676871001	0.676871001	9.880952381	-81.45238095	25.32600147	28.38130991	0.102587979	0	0	1	0
1155	Limnonectes_nitidus	2	0.878901366	0.878901366	4	101.5	24.51162194	27.95218878	0.07989025	0	0.005	1	0
1156	Telmatobufo_venustus	6	2.326036492	2.326036492	-36.66666667	-71.16666667	9.956402244	13.97740787	0.040202189	0.369	0.984	0	1
1157	Hyperolius_raymondi	1	6.035794951	6.035794951	-7.5	19.5	21.71938577	26.10127976	0.017285347	1	1	0	1
1158	Leptodactylus_wagneri	39	2.454624742	2.454624742	-3.269230769	-74.70512821	22.50990575	26.77670275	0.039506103	0.387	0.978	0	1
1159	Nototriton_tomamorum	1	1.429573279	1.429573279	15.5	-87.5	23.99987812	27.38663681	0.053842492	0.005	0.565	0	0
1160	Uperoleia_altissima	2	1.343952364	1.343952364	-17	145.5	23.16947568	26.44622634	0.056701045	0	0.458	1	0
1161	Litoria_pearsoniana	8	1.472662457	1.472662457	-28	153	18.61552419	22.2756261	0.055230306	0	0.518	0	0
1162	Pristimantis_adiastolus	2	0.660048847	0.660048847	-10.5	-75	16.87408841	21.37765531	0.158676308	0	0	1	0
1163	Oreobates_ibischi	4	2.115763246	2.115763246	-18	-64	19.57933097	24.68847872	0.049281658	0.048	0.761	0	0
1164	Scinax_proboscideus	25	0.542545815	0.542545815	3.18	-55.5	25.22287968	29.47733013	0.160033525	0	0	1	0
1165	Uperoleia_daviesae	1	2.074862634	2.074862634	-12.5	131.5	26.83204924	30.15198709	0.039026243	0.392	0.988	0	1
1166	Rana_luteiventris	227	3.941044976	3.941044976	48.71585903	-119.3281938	3.164807163	8.598268552	0.030637455	0.825	1	0	1
1167	Pristimantis_chiastonotus	40	0.657765009	0.657765009	2.6	-53.875	25.25553626	29.25558569	0.138210779	0	0	1	0
1168	Rhacophorus_hoanglienensis	4	3.588447943	3.588447943	22	104	17.73634148	21.65059544	0.023208362	0.972	1	0	1
1169	Pristimantis_curtipes	2	3.436817128	3.436817128	-1	-78.5	19.14447565	22.97013606	0.026503346	0.937	1	0	1
1170	Hynobius_glacialis	1	1.32929486	1.32929486	23.5	120.5	21.81382804	24.92525315	0.055729961	0	0.529	0	0
1171	Leptobrachium_ailaonicum	4	0.660012861	0.660012861	24	101	13.7513399	18.06992847	0.139216777	0	0	1	0
1172	Ptychadena_pumilio	477	2.197476932	2.197476932	9.336477987	6.759958071	24.86314685	28.80695406	0.040788588	0.301	0.971	0	1
1173	Proceratophrys_goyana	9	4.041963831	4.041963831	-14.27777778	-48.05555556	23.77354407	27.99025499	0.025444713	0.934	1	0	1
1174	Craugastor_inachus	4	3.507267463	3.507267463	15	-90	23.06996298	27.03507413	0.027574181	0.895	1	0	1
1175	Platypelis_mavomavo	1	5.137143553	5.137143553	-14.5	49.5	23.45115723	26.62756877	0.014052784	1	1	0	1
1176	Amietia_amieti	1	2.428627927	2.428627927	-3.5	26.5	21.30873201	25.28755588	0.035615242	0.582	1	0	1
1177	Nymphargus_mixomaculatus	1	2.378493612	2.378493612	-9.5	-76.5	14.64086145	19.09480196	0.044585448	0.192	0.901	0	0
1178	Philautus_jacobsoni	1	1.252170863	1.252170863	-7.5	110.5	25.88948996	29.15957162	0.062179284	0	0.278	1	0
1179	Hyloxalus_pulchellus	9	1.273010114	1.273010114	0.277777778	-77.38888889	18.75937581	22.70556964	0.075607121	0	0.028	1	0
1180	Caudacaecilia_asplenia	1	1.514686232	1.514686232	1.5	110.5	25.8508737	29.2995961	0.0474345	0.112	0.813	0	0
1181	Dendrophryniscus_brevipollicatus	14	2.063330724	2.063330724	-22.57142857	-43.5	21.4661503	24.90410726	0.036222111	0.54	1	0	1
1182	Teratohyla_midas	139	1.786727774	1.786727774	-5.276978417	-71.55035971	24.19599531	28.70400708	0.052563638	0.011	0.628	0	0
1183	Ameerega_parvula	26	2.179610993	2.179610993	-2.269230769	-75.38461538	22.73623232	26.99066002	0.042433058	0.278	0.949	0	0
1184	Dendropsophus_bogerti	1	1.192926232	1.192926232	6.5	-75.5	20.57050681	24.71145341	0.070841861	0	0.075	1	0
1185	Boophis_vittatus	4	3.276220286	3.276220286	-14	49	24.37971617	27.60249414	0.023421138	0.975	1	0	1
1186	Craugastor_taylori	1	5.15857798	5.15857798	17.5	-93.5	24.12613701	28.43712328	0.017780697	1	1	0	1
1187	Elachistocleis_surumu	2	0.552774822	0.552774822	4	-60.5	23.69748483	28.21030499	0.177476944	0	0	1	0
1188	Cochranella_euhystrix	1	1.818934872	1.818934872	-6.5	-79.5	21.81476177	25.26603765	0.042164797	0.264	0.955	0	1
1189	Bolitoglossa_sooyorum	1	0.709658688	0.709658688	9.5	-83.5	25.17304807	28.23196864	0.091710871	0	0	1	0
1190	Litoria_jungguy	5	2.193133999	2.193133999	-17.7	145.9	22.85907022	26.13174946	0.037305965	0.504	0.998	0	1
1191	Alsodes_neuquensis	1	2.390225486	2.390225486	-38.5	-71.5	9.461353072	13.47128155	0.034950751	0.6	1	0	1
1192	Pseudoeurycea_quetzalanensis	2	4.259350506	4.259350506	20	-97.5	17.18609379	21.21008852	0.021471449	0.992	1	0	1
1193	Gegeneophis_orientalis	1	1.700876862	1.700876862	18.5	82.5	24.31548016	28.39358348	0.048931584	0.071	0.796	0	0
1194	Litoria_angiana	28	1.640153734	1.640153734	-6	143.1071429	21.92545742	25.26588741	0.049674552	0.057	0.747	0	0
1195	Ecnomiohyla_phantasmagoria	3	2.482386079	2.482386079	5.833333333	-75.83333333	24.10855172	28.37980295	0.036609006	0.508	1	0	1
1196	Bolitoglossa_huehuetenanguensis	1	0.777713816	0.777713816	15.5	-91.5	21.76072259	25.85885133	0.114553391	0	0	1	0
1197	Hylarana_amnicola	44	1.490503734	1.490503734	2.068181818	11.34090909	23.12375656	26.74282376	0.04955272	0.05	0.772	0	0
1198	Pristimantis_divnae	15	7.205382808	7.205382808	-12.5	-71.5	17.24810041	21.85033999	0.015578596	1	1	0	1
1199	Pseudoeurycea_rex	3	1.358387572	1.358387572	15.16666667	-91.83333333	23.12939883	27.14578597	0.06159857	0	0.284	1	0
1200	Litoria_becki	4	5.984261786	5.984261786	-5.75	144.25	21.21880603	24.59193399	0.011992904	1	1	0	1
1201	Scinax_altae	5	2.991824277	2.991824277	8.3	-80.5	25.57207228	28.45329277	0.0196537	0.999	1	0	1
1202	Craugastor_omiltemanus	4	3.614100349	3.614100349	18	-100	19.33101006	23.80012762	0.029442337	0.844	1	0	1
1203	Petropedetes_perreti	3	5.909881136	5.909881136	5.166666667	9.833333333	22.24856841	25.89203896	0.014011475	1	1	0	1
1204	Pristimantis_racemus	5	1.185938313	1.185938313	3.3	-75.9	18.75940349	22.7610937	0.074984043	0	0.027	1	0
1205	Arenophryne_rotunda	5	2.287750997	2.287750997	-26.7	113.7	22.69674012	26.4000896	0.033724437	0.675	1	0	1
1206	Raorchestes_bombayensis	5	0.189633996	0.189633996	16.5	73.9	25.42789265	28.77800802	0.401504937	0	0	1	0
1207	Telmatobius_platycephalus	1	2.005232053	2.005232053	-23.5	-65.5	11.49353956	15.9316353	0.052696617	0.013	0.638	0	0
1208	Arthroleptis_xenochirus	110	1.275605815	1.275605815	-10.75454545	25.28181818	19.8241088	24.18635143	0.074342215	0	0.025	1	0
1209	Nyctibatrachus_deccanensis	2	1.738604593	1.738604593	12.5	76	23.88795547	27.39104782	0.044775274	0.177	0.901	0	0
1210	Eleutherodactylus_feichtingeri	1	1.975818291	1.975818291	21.5	-77.5	25.86863218	29.19210526	0.039118006	0.414	0.993	0	1
1211	Pristimantis_avicuporum	1	2.769727157	2.769727157	-5.5	-78.5	21.24904542	25.1382315	0.031203925	0.783	1	0	1
1212	Uperoleia_martini	6	0.576389952	0.576389952	-37.83333333	147.6666667	13.47609397	17.3024331	0.161913552	0	0	1	0
1213	Leptopelis_cynnamomeus	85	1.253143939	1.253143939	-10.47647059	22.99411765	19.89099422	24.20874982	0.071782051	0	0.064	1	0
1214	Stefania_roraimae	3	4.691394049	4.691394049	5.166666667	-59.83333333	22.17195318	26.39298074	0.019559531	1	1	0	1
1215	Phyllomedusa_iheringii	27	1.092537535	1.092537535	-31.64814815	-53.2037037	18.57999665	22.51700008	0.076671078	0	0.013	1	0
1216	Leptopelis_lebeaui	1	1.091257933	1.091257933	-8.5	26.5	21.46987832	25.33813599	0.078772652	0	0.013	1	0
1217	Eleutherodactylus_haitianus	4	2.050486909	2.050486909	19	-71	25.58293664	28.66181024	0.03491937	0.606	1	0	1
1218	Chiropterotriton_dimidiatus	1	0.488105008	0.488105008	20.5	-98.5	15.40917545	19.68614007	0.190486658	0	0	1	0
1219	Telmatobius_rimac	4	2.686736653	2.686736653	-11	-77	16.43865368	20.51280814	0.036104647	0.566	1	0	1
1220	Anomaloglossus_tepuyensis	1	0.918270803	0.918270803	5.5	-62.5	21.05340446	25.99058036	0.107532024	0	0	1	0
1221	Oreophryne_variabilis	4	1.864089841	1.864089841	-5	120	26.83567081	29.97450556	0.040091502	0.347	0.981	0	1
1222	Rhacophorus_georgii	2	1.270990258	1.270990258	-5.5	123	27.35194353	30.36587571	0.048394407	0.068	0.785	0	0
1223	Mantophryne_lateralis	63	2.272409574	2.272409574	-6.246031746	143.8968254	24.04840615	27.30858534	0.029889154	0.83	1	0	1
1224	Phrynopus_montium	6	4.69232615	4.69232615	-10.5	-76	14.93226824	19.3125342	0.019050931	0.998	1	0	1
1225	Scolecomorphus_uluguruensis	2	4.106154026	4.106154026	-7	37.5	22.05268451	25.47685771	0.017018623	1	1	0	1
1226	Platymantis_solomonis	19	0.088193221	0.088193221	-7.605263158	157.7631579	27.68222166	30.70529199	0.745169749	0	0	1	0
1227	Ambystoma_jeffersonianum	81	2.086338166	2.086338166	40.70987654	-79.04320988	10.36505361	15.50623415	0.060102743	0	0.29	1	0
1228	Rhacophorus_penanorum	1	0.600729693	0.600729693	3.5	114.5	22.92860614	26.49500614	0.131928443	0	0	1	0
1229	Phrynobatrachus_scheffleri	44	2.194006389	2.194006389	-3.295454545	36.5	20.9513582	24.3325293	0.031450907	0.777	1	0	1
1230	Leptodactylus_griseigularis	25	4.691394049	4.691394049	-14.06	-70.62	11.86169478	16.30517304	0.019329698	1	1	0	1
1231	Pristimantis_gentryi	1	2.310518875	2.310518875	-0.5	-78.5	18.90695897	22.71053101	0.035786918	0.552	1	0	1
1232	Phrynomantis_microps	315	1.895072622	1.895072622	9.944444444	4.693650794	25.09709595	29.10237735	0.046967199	0.128	0.836	0	0
1233	Craugastor_merendonensis	1	0.508093487	0.508093487	15.5	-88.5	23.37919524	26.974584	0.176905868	0	0	1	0
1234	Epipedobates_narinensis	1	2.181044827	2.181044827	1.5	-78.5	21.71596795	25.07370458	0.033467572	0.688	1	0	1
1235	Leptodactylus_lauramiriamae	2	3.180334866	3.180334866	-12.5	-60	24.28744648	29.09213112	0.030214961	0.817	1	0	1
1236	Melanophryniscus_stelzneri	16	1.35793556	1.35793556	-35.125	-62.25	14.75592748	18.51295862	0.056463729	0	0.456	1	0
1237	Scinax_tigrinus	6	1.405840714	1.405840714	-16	-48.5	22.80009073	26.92844541	0.059930073	0	0.344	1	0
1238	Breviceps_adspersus	267	2.648933813	2.648933813	-21.82958801	24.51498127	20.42065445	25.06622654	0.036536493	0.506	0.999	0	1
1239	Pristimantis_apiculatus	5	1.786727774	1.786727774	0.7	-78.1	19.26818751	22.97179637	0.048205686	0.081	0.773	0	0
1240	Buergeria_japonica	15	1.115200244	1.115200244	24.9	123.9666667	22.88571989	25.86032352	0.060621066	0	0.319	1	0
1241	Odorrana_lungshengensis	16	1.607416913	1.607416913	26.5	109.5625	15.48034206	19.84370484	0.056552467	0	0.463	1	0
1242	Scinax_alter	72	2.29693413	2.29693413	-19.98611111	-43.15277778	21.9680595	25.43750386	0.035963512	0.565	0.999	0	1
1243	Cophixalus_iovaorum	1	0.597255007	0.597255007	-9.5	148.5	24.89275798	28.08444948	0.113700729	0	0	1	0
1244	Oreophrynella_macconnelli	1	1.05519398	1.05519398	5.5	-60.5	21.64988975	26.02237917	0.103594446	0	0	1	0
1245	Phrynopus_nicoleae	1	1.888153159	1.888153159	-10.5	-75.5	15.43448898	19.88232556	0.051209882	0.02	0.672	0	0
1246	Phrynopus_tribulosus	1	1.266901058	1.266901058	-10.5	-75.5	15.43448898	19.88232556	0.070216006	0	0.063	1	0
1247	Craugastor_gulosus	4	3.69809998	3.69809998	9	-83	25.14096557	28.09290363	0.016629813	1	1	0	1
1248	Amietophrynus_taiensis	4	3.514933968	3.514933968	6	-7	23.97130213	27.8574961	0.026324372	0.922	1	0	1
1249	Hyperolius_alticola	2	2.681298462	2.681298462	-0.5	30	18.68518952	22.44346849	0.031855995	0.75	1	0	1
1250	Scinax_chiquitanus	61	3.355534815	3.355534815	-13.71311475	-65.46721311	24.56926933	29.57243368	0.036366304	0.507	1	0	1
1251	Bolitoglossa_morio	4	1.253571117	1.253571117	15	-91	23.2948406	27.29677218	0.079810621	0	0.005	1	0
1252	Gastrotheca_testudinea	42	4.299539137	4.299539137	-9.452380952	-74.04761905	18.3568245	22.80468724	0.021112195	0.992	1	0	1
1253	Ptychadena_mahnerti	8	3.233069024	3.233069024	-0.375	36.375	19.64500125	23.16643673	0.023678104	0.969	1	0	1
1254	Edalorhina_perezi	132	1.54852315	1.54852315	-6.28030303	-71.06818182	24.53232126	29.09807321	0.071913554	0	0.051	1	0
1255	Pristimantis_peruvianus	127	1.793930261	1.793930261	-6.090551181	-71.31102362	24.33505959	28.88127642	0.055091774	0	0.511	0	0
1256	Babina_caldwelli	1	1.820549202	1.820549202	18.5	109.5	24.53803001	27.56057951	0.038610244	0.429	0.99	0	1
1257	Nyctimystes_avocalis	1	4.737693282	4.737693282	-9.5	150.5	26.58031234	29.63346162	0.013151795	1	1	0	1
1258	Ghatixalus_variabilis	1	9.704696773	9.704696773	11.5	76.5	23.53049014	27.05725781	0.008863618	1	1	0	1
1259	Phasmahyla_cochranae	12	1.306055968	1.306055968	-22.41666667	-45.58333333	18.96237851	22.9351735	0.072424428	0	0.055	1	0
1260	Bolitoglossa_capitana	1	1.478036952	1.478036952	4.5	-74.5	16.9069615	21.11284035	0.071139609	0	0.068	1	0
1261	Ichthyophis_paucisulcus	12	1.133986376	1.133986376	3.5	97.91666667	25.27300193	28.54162784	0.070302946	0	0.066	1	0
1262	Megophrys_megacephala	1	1.675429547	1.675429547	26.5	91.5	17.75839152	21.82132406	0.052717597	0.011	0.622	0	0
1263	Centrolene_azulae	2	0.843327849	0.843327849	-9	-75.5	20.36820255	25.00307911	0.114498683	0	0	1	0
